participant_id,fsm_number,test_condition,timestamp,learning_counter,state_current,response_current,state_next,task,learning_condition,response_time,fsm_type
43,22.0,prediction,2023-03-22T19:34:24.155Z,43,2.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),2112,hard
43,22.0,prediction,2023-03-22T19:34:26.754Z,44,2.0,b,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1581,hard
43,22.0,prediction,2023-03-22T19:34:28.387Z,45,1.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),611,hard
44,22.0,prediction,2023-03-22T19:51:09.801Z,2,3.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),3842,hard
44,22.0,prediction,2023-03-22T19:51:12.433Z,3,3.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1606,hard
44,22.0,prediction,2023-03-22T19:51:15.784Z,4,3.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),2329,hard
44,22.0,prediction,2023-03-22T19:51:18.184Z,5,2.0,b,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1209,hard
44,22.0,prediction,2023-03-22T19:51:20.586Z,6,1.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1196,hard
44,22.0,prediction,2023-03-22T19:51:26.018Z,7,3.0,a,0.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),4421,hard
44,22.0,prediction,2023-03-22T19:51:29.268Z,8,0.0,a,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),2066,hard
44,22.0,prediction,2023-03-22T19:51:34.603Z,9,3.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),4320,hard
44,22.0,prediction,2023-03-22T19:51:36.602Z,10,2.0,b,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),984,hard
44,22.0,prediction,2023-03-22T19:51:38.169Z,11,1.0,b,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),543,hard
44,22.0,prediction,2023-03-22T19:51:39.818Z,12,1.0,b,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),629,hard
44,22.0,prediction,2023-03-22T19:51:53.119Z,13,1.0,a,0.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),4625,hard
44,22.0,prediction,2023-03-22T19:51:55.352Z,14,0.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1219,hard
44,22.0,prediction,2023-03-22T19:51:58.535Z,15,3.0,b,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),2167,hard
44,22.0,prediction,2023-03-22T19:52:01.084Z,16,2.0,b,0.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1533,hard
44,22.0,prediction,2023-03-22T19:52:03.484Z,17,0.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1389,hard
44,22.0,prediction,2023-03-22T19:52:20.986Z,18,3.0,a,0.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),6972,hard
44,22.0,prediction,2023-03-22T19:52:25.169Z,19,0.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),3161,hard
44,22.0,prediction,2023-03-22T19:52:27.368Z,20,3.0,b,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1190,hard
44,22.0,prediction,2023-03-22T19:52:30.668Z,21,2.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),2281,hard
44,22.0,prediction,2023-03-22T19:52:33.501Z,22,2.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1825,hard
44,22.0,prediction,2023-03-22T19:52:45.386Z,23,2.0,b,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),2826,hard
44,22.0,prediction,2023-03-22T19:52:48.085Z,24,1.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1686,hard
44,22.0,prediction,2023-03-22T19:52:51.723Z,25,3.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),2621,hard
44,22.0,prediction,2023-03-22T19:52:56.586Z,26,2.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),3854,hard
44,22.0,prediction,2023-03-22T19:53:00.968Z,27,2.0,b,0.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),3365,hard
44,22.0,prediction,2023-03-22T19:53:11.203Z,28,0.0,a,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),3302,hard
44,22.0,prediction,2023-03-22T19:53:12.906Z,29,3.0,b,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),687,hard
44,22.0,prediction,2023-03-22T19:53:14.418Z,30,2.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),505,hard
44,22.0,prediction,2023-03-22T19:53:17.451Z,31,2.0,b,0.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),2016,hard
44,22.0,prediction,2023-03-22T19:53:19.619Z,32,0.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1148,hard
44,22.0,prediction,2023-03-22T19:53:32.535Z,33,3.0,a,0.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1811,hard
44,22.0,prediction,2023-03-22T19:53:34.969Z,34,0.0,a,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1415,hard
44,22.0,prediction,2023-03-22T19:53:36.601Z,35,3.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),612,hard
44,22.0,prediction,2023-03-22T19:53:38.756Z,36,2.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1135,hard
44,22.0,prediction,2023-03-22T19:53:41.035Z,37,2.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1270,hard
44,22.0,prediction,2023-03-22T19:53:45.334Z,38,2.0,b,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),3285,hard
44,22.0,prediction,2023-03-22T19:53:47.173Z,39,1.0,b,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),814,hard
44,22.0,prediction,2023-03-22T19:53:49.402Z,40,1.0,a,0.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1225,hard
44,22.0,prediction,2023-03-22T19:53:51.517Z,41,0.0,a,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1100,hard
44,22.0,prediction,2023-03-22T19:53:53.285Z,42,3.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),756,hard
44,22.0,prediction,2023-03-22T19:53:54.834Z,43,2.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),539,hard
44,22.0,prediction,2023-03-22T19:53:59.018Z,44,2.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),3166,hard
44,22.0,prediction,2023-03-22T19:54:15.935Z,45,2.0,b,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),15902,hard
45,22.0,prediction,2023-03-22T19:52:35.297Z,2,0.0,a,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),2121,hard
45,22.0,prediction,2023-03-22T19:52:38.848Z,3,3.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),2313,hard
45,22.0,prediction,2023-03-22T19:52:41.350Z,4,2.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1260,hard
45,22.0,prediction,2023-03-22T19:52:43.802Z,5,2.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1394,hard
45,22.0,prediction,2023-03-22T19:52:45.801Z,6,2.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),946,hard
45,22.0,prediction,2023-03-22T19:52:48.033Z,7,2.0,b,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1172,hard
45,22.0,prediction,2023-03-22T19:52:50.231Z,8,1.0,b,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),984,hard
45,22.0,prediction,2023-03-22T19:52:52.118Z,9,1.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),851,hard
45,22.0,prediction,2023-03-22T19:52:54.817Z,10,3.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1657,hard
45,22.0,prediction,2023-03-22T19:52:56.616Z,11,3.0,b,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),761,hard
45,22.0,prediction,2023-03-22T19:52:58.717Z,12,2.0,b,0.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1059,hard
45,22.0,prediction,2023-03-22T19:53:09.818Z,13,0.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),2661,hard
45,22.0,prediction,2023-03-22T19:53:12.002Z,14,3.0,b,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1149,hard
45,22.0,prediction,2023-03-22T19:53:14.050Z,15,2.0,b,0.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1016,hard
45,22.0,prediction,2023-03-22T19:53:16.000Z,16,0.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),897,hard
45,22.0,prediction,2023-03-22T19:53:18.334Z,17,3.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1277,hard
45,22.0,prediction,2023-03-22T19:53:27.667Z,18,3.0,a,0.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1038,hard
45,22.0,prediction,2023-03-22T19:53:29.415Z,19,0.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),711,hard
45,22.0,prediction,2023-03-22T19:53:31.581Z,20,3.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1109,hard
45,22.0,prediction,2023-03-22T19:53:33.399Z,21,2.0,b,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),761,hard
45,22.0,prediction,2023-03-22T19:53:35.533Z,22,1.0,a,0.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1084,hard
45,22.0,prediction,2023-03-22T19:53:44.466Z,23,0.0,a,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1049,hard
45,22.0,prediction,2023-03-22T19:53:46.148Z,24,3.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),633,hard
45,22.0,prediction,2023-03-22T19:53:48.448Z,25,2.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1257,hard
45,22.0,prediction,2023-03-22T19:53:50.378Z,26,2.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),866,hard
45,22.0,prediction,2023-03-22T19:53:52.247Z,27,2.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),831,hard
45,22.0,prediction,2023-03-22T19:53:59.560Z,28,2.0,b,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),734,hard
45,22.0,prediction,2023-03-22T19:54:01.432Z,29,1.0,a,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),820,hard
45,22.0,prediction,2023-03-22T19:54:03.533Z,30,1.0,b,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1034,hard
45,22.0,prediction,2023-03-22T19:54:05.265Z,31,1.0,a,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),692,hard
45,22.0,prediction,2023-03-22T19:54:06.998Z,32,1.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),690,hard
45,22.0,prediction,2023-03-22T19:54:16.877Z,33,3.0,b,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),722,hard
45,22.0,prediction,2023-03-22T19:54:18.546Z,34,2.0,b,0.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),648,hard
45,22.0,prediction,2023-03-22T19:54:20.332Z,35,0.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),736,hard
45,22.0,prediction,2023-03-22T19:54:22.279Z,36,3.0,b,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),900,hard
45,22.0,prediction,2023-03-22T19:54:23.933Z,37,2.0,b,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),618,hard
45,22.0,prediction,2023-03-22T19:54:26.377Z,38,1.0,b,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1402,hard
45,22.0,prediction,2023-03-22T19:54:28.180Z,39,1.0,b,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),774,hard
45,22.0,prediction,2023-03-22T19:54:30.048Z,40,1.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),825,hard
45,22.0,prediction,2023-03-22T19:54:32.180Z,41,3.0,b,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1097,hard
45,22.0,prediction,2023-03-22T19:54:34.649Z,42,2.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1405,hard
45,22.0,prediction,2023-03-22T19:54:36.583Z,43,2.0,b,1.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),886,hard
45,22.0,prediction,2023-03-22T19:54:38.198Z,44,1.0,a,0.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),573,hard
45,22.0,prediction,2023-03-22T19:54:39.970Z,45,0.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),729,hard
46,22.0,prediction,2023-03-22T19:56:46.752Z,2,3.0,a,0.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),6311,hard
46,22.0,prediction,2023-03-22T19:56:50.819Z,3,0.0,b,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),2858,hard
46,22.0,prediction,2023-03-22T19:56:54.219Z,4,3.0,b,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),2372,hard
46,22.0,prediction,2023-03-22T19:57:00.487Z,5,2.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),5100,hard
46,22.0,prediction,2023-03-22T19:57:03.169Z,6,2.0,b,0.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1669,hard
46,22.0,prediction,2023-03-22T19:57:05.769Z,7,0.0,a,3.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1585,hard
46,22.0,prediction,2023-03-22T19:57:08.503Z,8,3.0,a,2.0,chatbot-interaction-task-v3-p22,Experiment 2 (test preview),1712,hard
