participant_id,fsm_type,task,test_order,trial_type,max_beta
8,easy,explanation,CEP,hidden,-0.07999999999999918
8,easy,explanation,CEP,hidden_an,0.020000000000000906
8,easy,prediction,CEP,visible,1.0000000000000018
8,easy,prediction,CEP,hidden,-0.06499999999999917
8,easy,prediction,CEP,hidden_an,-1.0
7,easy,control,ECP,visible,-0.07999999999999918
7,easy,control,ECP,hidden,-0.07999999999999918
7,easy,control,ECP,hidden_an,-0.049999999999999156
7,easy,explanation,ECP,visible,0.3500000000000012
7,easy,explanation,ECP,hidden,-0.059999999999999165
7,easy,explanation,ECP,hidden_an,0.020000000000000906
7,easy,prediction,ECP,visible,0.3200000000000012
7,easy,prediction,ECP,hidden,0.17000000000000104
7,easy,prediction,ECP,hidden_an,0.05500000000000105
9,easy,control,EPC,visible,0.37500000000000133
9,easy,control,EPC,hidden,-0.16999999999999926
9,easy,control,EPC,hidden_an,-1.0
9,easy,explanation,EPC,visible,0.09500000000000108
9,easy,explanation,EPC,hidden,0.4450000000000012
9,easy,explanation,EPC,hidden_an,1.0000000000000018
9,easy,prediction,EPC,visible,1.0000000000000018
9,easy,prediction,EPC,hidden,-0.06499999999999917
9,easy,prediction,EPC,hidden_an,-0.965
13,easy,control,PEC,visible,1.0000000000000018
13,easy,control,PEC,hidden,0.015000000000001013
13,easy,control,PEC,hidden_an,-0.03499999999999914
13,easy,explanation,PEC,visible,-0.14499999999999924
13,easy,explanation,PEC,hidden,-0.12999999999999923
13,easy,explanation,PEC,hidden_an,-0.17999999999999927
13,easy,prediction,PEC,visible,0.42000000000000126
13,easy,prediction,PEC,hidden,-0.01999999999999913
13,easy,prediction,PEC,hidden_an,-1.0
11,easy,control,CEP,visible,0.28500000000000103
11,easy,control,CEP,hidden,0.3800000000000012
11,easy,control,CEP,hidden_an,1.0000000000000018
11,easy,explanation,CEP,visible,-0.049999999999999156
11,easy,explanation,CEP,hidden,0.41000000000000125
11,easy,explanation,CEP,hidden_an,1.0000000000000018
11,easy,prediction,CEP,visible,0.28500000000000103
11,easy,prediction,CEP,hidden,0.37500000000000133
11,easy,prediction,CEP,hidden_an,1.0000000000000018
10,easy,control,PCE,visible,1.0000000000000018
10,easy,control,PCE,hidden,1.0000000000000018
10,easy,control,PCE,hidden_an,1.0000000000000018
10,easy,explanation,PCE,visible,0.10000000000000098
10,easy,explanation,PCE,hidden,0.3650000000000011
10,easy,explanation,PCE,hidden_an,0.28500000000000103
10,easy,prediction,PCE,visible,1.0000000000000018
10,easy,prediction,PCE,hidden,0.30500000000000105
10,easy,prediction,PCE,hidden_an,0.08000000000000096
12,easy,control,ECP,visible,0.39500000000000135
12,easy,control,ECP,hidden,-0.26499999999999935
12,easy,control,ECP,hidden_an,-1.0
12,easy,explanation,ECP,visible,-0.27999999999999936
12,easy,explanation,ECP,hidden,-0.08499999999999919
12,easy,explanation,ECP,hidden_an,0.015000000000001013
12,easy,prediction,ECP,visible,-0.08999999999999919
12,easy,prediction,ECP,hidden,0.120000000000001
12,easy,prediction,ECP,hidden_an,1.0000000000000018
14,easy,control,CPE,visible,0.07500000000000107
14,easy,control,CPE,hidden,-0.05499999999999916
14,easy,control,CPE,hidden_an,0.10000000000000098
14,easy,explanation,CPE,visible,-0.3549999999999994
14,easy,explanation,CPE,hidden,-0.07499999999999918
14,easy,explanation,CPE,hidden_an,0.19000000000000106
14,easy,prediction,CPE,visible,0.40000000000000124
14,easy,prediction,CPE,hidden,0.020000000000000906
14,easy,prediction,CPE,hidden_an,-0.6499999999999997
15,easy,control,ECP,visible,0.28500000000000103
15,easy,control,ECP,hidden,0.11000000000000099
15,easy,control,ECP,hidden_an,0.17500000000000115
15,easy,explanation,ECP,visible,0.1250000000000009
15,easy,explanation,ECP,hidden,0.4550000000000014
15,easy,explanation,ECP,hidden_an,1.0000000000000018
15,easy,prediction,ECP,visible,0.10000000000000098
15,easy,prediction,ECP,hidden,-0.23499999999999932
15,easy,prediction,ECP,hidden_an,-0.12499999999999922
16,easy,control,EPC,visible,0.040000000000000924
16,easy,control,EPC,hidden,0.15000000000000102
16,easy,control,EPC,hidden_an,0.16500000000000092
16,easy,explanation,EPC,visible,-0.02999999999999914
16,easy,explanation,EPC,hidden,-0.08499999999999919
16,easy,explanation,EPC,hidden_an,0.130000000000001
16,easy,prediction,EPC,visible,1.0000000000000018
16,easy,prediction,EPC,hidden,0.5150000000000015
16,easy,prediction,EPC,hidden_an,1.0000000000000018
18,easy,control,PCE,visible,1.0000000000000018
18,easy,control,PCE,hidden,0.06500000000000083
18,easy,control,PCE,hidden_an,-0.014999999999999125
18,easy,explanation,PCE,visible,-0.0949999999999992
18,easy,explanation,PCE,hidden,0.32500000000000107
18,easy,explanation,PCE,hidden_an,0.39500000000000135
18,easy,prediction,PCE,visible,1.0000000000000018
18,easy,prediction,PCE,hidden,-0.23999999999999932
18,easy,prediction,PCE,hidden_an,-1.0
17,easy,control,EPC,visible,1.0000000000000018
17,easy,control,EPC,hidden,0.3450000000000011
17,easy,control,EPC,hidden_an,0.28000000000000114
17,easy,explanation,EPC,visible,0.11000000000000099
17,easy,explanation,EPC,hidden,0.1250000000000009
17,easy,explanation,EPC,hidden_an,0.22000000000000108
17,easy,prediction,EPC,visible,1.0000000000000018
17,easy,prediction,EPC,hidden,0.5450000000000013
17,easy,prediction,EPC,hidden_an,1.0000000000000018
37,easy,control,CEP,visible,0.3800000000000012
37,easy,control,CEP,hidden,-0.4499999999999995
37,easy,control,CEP,hidden_an,-1.0
37,easy,explanation,CEP,visible,-0.0999999999999992
37,easy,explanation,CEP,hidden,1.0000000000000018
37,easy,explanation,CEP,hidden_an,1.0000000000000018
37,easy,prediction,CEP,visible,1.0000000000000018
37,easy,prediction,CEP,hidden,-0.2949999999999994
37,easy,prediction,CEP,hidden_an,1.0000000000000018
19,easy,control,PEC,visible,0.42000000000000126
19,easy,control,PEC,hidden,0.130000000000001
19,easy,control,PEC,hidden_an,0.18000000000000105
19,easy,explanation,PEC,visible,0.6550000000000016
19,easy,explanation,PEC,hidden,0.2600000000000011
19,easy,explanation,PEC,hidden_an,0.3500000000000012
19,easy,prediction,PEC,visible,1.0000000000000018
19,easy,prediction,PEC,hidden,0.3500000000000012
19,easy,prediction,PEC,hidden_an,1.0000000000000018
20,easy,control,CEP,visible,0.40000000000000124
20,easy,control,CEP,hidden,0.37500000000000133
20,easy,control,CEP,hidden_an,0.2400000000000011
20,easy,explanation,CEP,visible,0.3550000000000013
20,easy,explanation,CEP,hidden,-0.0999999999999992
20,easy,explanation,CEP,hidden_an,-0.07499999999999918
20,easy,prediction,CEP,visible,1.0000000000000018
20,easy,prediction,CEP,hidden,0.15500000000000114
20,easy,prediction,CEP,hidden_an,0.10000000000000098
22,easy,control,PEC,visible,0.28500000000000103
22,easy,control,PEC,hidden,0.1150000000000011
22,easy,control,PEC,hidden_an,0.2600000000000011
22,easy,explanation,PEC,visible,-0.28499999999999936
22,easy,explanation,PEC,hidden,-1.0
22,easy,explanation,PEC,hidden_an,-1.0
22,easy,prediction,PEC,visible,0.28500000000000103
22,easy,prediction,PEC,hidden,0.3300000000000012
22,easy,prediction,PEC,hidden_an,0.27000000000000113
23,easy,control,EPC,visible,-0.05499999999999916
23,easy,control,EPC,hidden,0.4500000000000013
23,easy,control,EPC,hidden_an,1.0000000000000018
23,easy,explanation,EPC,visible,-0.07999999999999918
23,easy,explanation,EPC,hidden,-0.06999999999999917
23,easy,explanation,EPC,hidden_an,0.1250000000000009
23,easy,prediction,EPC,visible,-0.3349999999999994
23,easy,prediction,EPC,hidden,-0.03499999999999914
23,easy,prediction,EPC,hidden_an,-0.7749999999999998
21,easy,control,PEC,visible,0.11000000000000099
21,easy,control,PEC,hidden,-0.06499999999999917
21,easy,control,PEC,hidden_an,-0.02999999999999914
21,easy,explanation,PEC,visible,0.3800000000000012
21,easy,explanation,PEC,hidden,0.13500000000000112
21,easy,explanation,PEC,hidden_an,0.1150000000000011
21,easy,prediction,PEC,visible,0.37500000000000133
21,easy,prediction,PEC,hidden,-0.03999999999999915
21,easy,prediction,PEC,hidden_an,0.2600000000000011
25,easy,control,CPE,visible,1.0000000000000018
25,easy,control,CPE,hidden,0.010000000000000897
25,easy,control,CPE,hidden_an,-0.11499999999999921
25,easy,explanation,CPE,visible,-0.13499999999999923
25,easy,explanation,CPE,hidden,-0.12999999999999923
25,easy,explanation,CPE,hidden_an,-0.17499999999999927
25,easy,prediction,CPE,visible,1.0000000000000018
25,easy,prediction,CPE,hidden,0.06000000000000094
25,easy,prediction,CPE,hidden_an,-0.17999999999999927
27,easy,control,PEC,visible,1.0000000000000018
27,easy,control,PEC,hidden,0.1150000000000011
27,easy,control,PEC,hidden_an,0.2500000000000011
27,easy,explanation,PEC,visible,1.0000000000000018
27,easy,explanation,PEC,hidden,0.3550000000000013
27,easy,explanation,PEC,hidden_an,0.29000000000000115
27,easy,prediction,PEC,visible,1.0000000000000018
27,easy,prediction,PEC,hidden,-0.26999999999999935
27,easy,prediction,PEC,hidden_an,-0.5499999999999996
24,easy,control,EPC,visible,1.0000000000000018
24,easy,control,EPC,hidden,0.3350000000000013
24,easy,control,EPC,hidden_an,0.28500000000000103
24,easy,explanation,EPC,visible,-0.3549999999999994
24,easy,explanation,EPC,hidden,0.3700000000000012
24,easy,explanation,EPC,hidden_an,0.3550000000000013
24,easy,prediction,EPC,visible,0.3850000000000011
24,easy,prediction,EPC,hidden,-0.1049999999999992
24,easy,prediction,EPC,hidden_an,0.06000000000000094
28,easy,control,PCE,visible,1.0000000000000018
28,easy,control,PCE,hidden,0.1250000000000009
28,easy,control,PCE,hidden_an,0.17500000000000115
28,easy,explanation,PCE,visible,0.1150000000000011
28,easy,explanation,PCE,hidden,-0.11999999999999922
28,easy,explanation,PCE,hidden_an,-0.07499999999999918
28,easy,prediction,PCE,visible,0.28500000000000103
28,easy,prediction,PCE,hidden,0.04500000000000082
28,easy,prediction,PCE,hidden_an,0.5250000000000012
29,easy,control,EPC,visible,0.07000000000000095
29,easy,control,EPC,hidden,0.07000000000000095
29,easy,control,EPC,hidden_an,-0.27499999999999936
29,easy,explanation,EPC,visible,-0.12999999999999923
29,easy,explanation,EPC,hidden,0.3350000000000013
29,easy,explanation,EPC,hidden_an,0.28500000000000103
29,easy,prediction,EPC,visible,8.881784197001252e-16
29,easy,prediction,EPC,hidden,-0.46999999999999953
29,easy,prediction,EPC,hidden_an,-1.0
26,easy,control,ECP,visible,1.0000000000000018
26,easy,control,ECP,hidden,0.010000000000000897
26,easy,control,ECP,hidden_an,-0.23999999999999932
26,easy,explanation,ECP,visible,0.120000000000001
26,easy,explanation,ECP,hidden,0.05000000000000093
26,easy,explanation,ECP,hidden_an,-0.03999999999999915
26,easy,prediction,ECP,visible,0.39500000000000135
26,easy,prediction,ECP,hidden,-0.10999999999999921
26,easy,prediction,ECP,hidden_an,-0.004999999999999116
32,easy,control,CEP,visible,1.0000000000000018
32,easy,control,CEP,hidden,0.9300000000000017
32,easy,control,CEP,hidden_an,-1.0
32,easy,explanation,CEP,visible,-0.00999999999999912
32,easy,explanation,CEP,hidden,0.1150000000000011
32,easy,explanation,CEP,hidden_an,0.15500000000000114
32,easy,prediction,CEP,visible,1.0000000000000018
32,easy,prediction,CEP,hidden,0.140000000000001
32,easy,prediction,CEP,hidden_an,-0.0999999999999992
30,easy,control,PCE,visible,0.1150000000000011
30,easy,control,PCE,hidden,0.08500000000000085
30,easy,control,PCE,hidden_an,8.881784197001252e-16
30,easy,explanation,PCE,visible,-0.08999999999999919
30,easy,explanation,PCE,hidden,0.3450000000000011
30,easy,explanation,PCE,hidden_an,0.2150000000000012
30,easy,prediction,PCE,visible,1.0000000000000018
30,easy,prediction,PCE,hidden,0.03500000000000103
30,easy,prediction,PCE,hidden_an,-0.10999999999999921
31,easy,control,PEC,visible,1.0000000000000018
31,easy,control,PEC,hidden,0.3150000000000013
31,easy,control,PEC,hidden_an,1.0000000000000018
31,easy,explanation,PEC,visible,0.10500000000000087
31,easy,explanation,PEC,hidden,-0.05499999999999916
31,easy,explanation,PEC,hidden_an,0.17500000000000115
31,easy,prediction,PEC,visible,0.28000000000000114
31,easy,prediction,PEC,hidden,1.0000000000000018
31,easy,prediction,PEC,hidden_an,1.0000000000000018
33,easy,control,PCE,visible,1.0000000000000018
33,easy,control,PCE,hidden,0.07000000000000095
33,easy,control,PCE,hidden_an,-0.11999999999999922
33,easy,explanation,PCE,visible,-0.1049999999999992
33,easy,explanation,PCE,hidden,0.4350000000000014
33,easy,explanation,PCE,hidden_an,1.0000000000000018
33,easy,prediction,PCE,visible,1.0000000000000018
33,easy,prediction,PCE,hidden,0.42000000000000126
33,easy,prediction,PCE,hidden_an,1.0000000000000018
38,easy,control,CPE,visible,-0.1049999999999992
38,easy,control,CPE,hidden,-0.13999999999999924
38,easy,control,CPE,hidden_an,-0.2149999999999993
38,easy,explanation,CPE,visible,0.3700000000000012
38,easy,explanation,CPE,hidden,-0.37499999999999944
38,easy,explanation,CPE,hidden_an,-0.47999999999999954
38,easy,prediction,CPE,visible,-0.3399999999999994
38,easy,prediction,CPE,hidden,-0.2949999999999994
38,easy,prediction,CPE,hidden_an,0.9500000000000017
35,easy,control,CEP,visible,0.28500000000000103
35,easy,control,CEP,hidden,1.0000000000000018
35,easy,control,CEP,hidden_an,1.0000000000000018
35,easy,explanation,CEP,visible,0.1150000000000011
35,easy,explanation,CEP,hidden,0.06000000000000094
35,easy,explanation,CEP,hidden_an,8.881784197001252e-16
35,easy,prediction,CEP,visible,0.04500000000000082
35,easy,prediction,CEP,hidden,-0.11499999999999921
35,easy,prediction,CEP,hidden_an,-0.00999999999999912
36,easy,control,PEC,visible,1.0000000000000018
36,easy,control,PEC,hidden,0.3700000000000012
36,easy,control,PEC,hidden_an,0.2350000000000012
36,easy,explanation,PEC,visible,-0.07499999999999918
36,easy,explanation,PEC,hidden,0.11000000000000099
36,easy,explanation,PEC,hidden_an,0.06500000000000083
36,easy,prediction,PEC,visible,0.39000000000000123
36,easy,prediction,PEC,hidden,0.120000000000001
36,easy,prediction,PEC,hidden_an,0.05500000000000105
34,easy,control,ECP,visible,0.1150000000000011
34,easy,control,ECP,hidden,-0.2049999999999993
34,easy,control,ECP,hidden_an,-1.0
34,easy,explanation,ECP,visible,-0.07999999999999918
34,easy,explanation,ECP,hidden,1.0000000000000018
