participant_id,task,condition,predicted_accuracy,fsm_number,fsm_type,mm_accuracy,count_nan,learning_condition
62,explanation,hidden,0.569546223939229,22.0,hard,0.5,0.0,Experiment 1 (no preview)
62,explanation,hidden_an,0.7539887164489482,22.0,hard,0.7,0.0,Experiment 1 (no preview)
62,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
62,explanation,hidden_an_subset,0.6082590307465144,22.0,hard,,,Experiment 1 (no preview)
63,control,visible,0.5,22.0,hard,0.5,0.0,Experiment 1 (no preview)
63,control,hidden,0.5,22.0,hard,0.3,0.0,Experiment 1 (no preview)
63,control,hidden_an,0.5,22.0,hard,0.4444444444444444,1.0,Experiment 1 (no preview)
63,control,hidden_normative_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
63,control,hidden_an_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
64,control,visible,0.598687660112452,22.0,hard,0.6,0.0,Experiment 1 (no preview)
64,control,hidden,0.6456563062257954,22.0,hard,0.7,0.0,Experiment 1 (no preview)
64,control,hidden_an,0.6984652160025387,22.0,hard,0.7,0.0,Experiment 1 (no preview)
64,control,hidden_normative_subset,0.7824497764231125,22.0,hard,,,Experiment 1 (no preview)
64,control,hidden_an_subset,0.9873828393206613,22.0,hard,,,Experiment 1 (no preview)
65,control,visible,0.5,22.0,hard,0.5,0.0,Experiment 1 (no preview)
65,control,hidden,0.8532096601986175,22.0,hard,0.8,0.0,Experiment 1 (no preview)
65,control,hidden_an,0.6364525402815663,22.0,hard,0.7777777777777778,1.0,Experiment 1 (no preview)
65,control,hidden_normative_subset,0.907207046882843,22.0,hard,,,Experiment 1 (no preview)
65,control,hidden_an_subset,0.6456563062257954,22.0,hard,,,Experiment 1 (no preview)
66,control,visible,0.6082590307465144,22.0,hard,0.6,0.0,Experiment 1 (no preview)
66,control,hidden,0.5,22.0,hard,0.5,0.0,Experiment 1 (no preview)
66,control,hidden_an,0.5299640517645717,22.0,hard,0.5,0.0,Experiment 1 (no preview)
66,control,hidden_normative_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
66,control,hidden_an_subset,0.549833997312478,22.0,hard,,,Experiment 1 (no preview)
67,control,visible,0.7068222210935675,22.0,hard,0.7,0.0,Experiment 1 (no preview)
67,control,hidden,0.6082590307465144,22.0,hard,0.6,0.0,Experiment 1 (no preview)
67,control,hidden_an,0.7068222210935675,22.0,hard,0.625,2.0,Experiment 1 (no preview)
67,control,hidden_normative_subset,0.6364525402815663,22.0,hard,,,Experiment 1 (no preview)
67,control,hidden_an_subset,0.7613327148429104,22.0,hard,,,Experiment 1 (no preview)
68,control,visible,0.7685247834990176,22.0,hard,0.7,0.0,Experiment 1 (no preview)
68,control,hidden,0.9873828393206613,22.0,hard,1.0,0.0,Experiment 1 (no preview)
68,control,hidden_an,0.9873828393206613,22.0,hard,0.875,2.0,Experiment 1 (no preview)
68,control,hidden_normative_subset,0.9873828393206613,22.0,hard,,,Experiment 1 (no preview)
68,control,hidden_an_subset,0.9873828393206613,22.0,hard,,,Experiment 1 (no preview)
69,control,visible,0.7685247834990176,22.0,hard,0.8,0.0,Experiment 1 (no preview)
69,control,hidden,0.5,22.0,hard,0.4,0.0,Experiment 1 (no preview)
69,control,hidden_an,0.5299640517645717,22.0,hard,0.5,0.0,Experiment 1 (no preview)
69,control,hidden_normative_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
69,control,hidden_an_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
70,control,visible,0.8532096601986175,22.0,hard,0.8,0.0,Experiment 1 (no preview)
70,control,hidden,0.8205384805926732,22.0,hard,0.8,0.0,Experiment 1 (no preview)
70,control,hidden_an,0.8145725807070178,22.0,hard,0.7,0.0,Experiment 1 (no preview)
70,control,hidden_normative_subset,0.7464939833376623,22.0,hard,,,Experiment 1 (no preview)
70,control,hidden_an_subset,0.738850006084249,22.0,hard,,,Experiment 1 (no preview)
71,control,visible,0.8205384805926732,22.0,hard,0.8,0.0,Experiment 1 (no preview)
71,control,hidden,0.5,22.0,hard,0.5,0.0,Experiment 1 (no preview)
71,control,hidden_an,0.5,22.0,hard,0.5,0.0,Experiment 1 (no preview)
71,control,hidden_normative_subset,0.5890404340586651,22.0,hard,,,Experiment 1 (no preview)
71,control,hidden_an_subset,0.617747874769249,22.0,hard,,,Experiment 1 (no preview)
72,prediction,visible,0.738850006084249,22.0,hard,0.7,0.0,Experiment 1 (no preview)
72,prediction,hidden,0.8021838885585818,22.0,hard,0.8,0.0,Experiment 1 (no preview)
72,prediction,hidden_an,0.6726070170677604,22.0,hard,0.7142857142857143,3.0,Experiment 1 (no preview)
72,prediction,hidden_normative_subset,0.6364525402815663,22.0,hard,,,Experiment 1 (no preview)
72,prediction,hidden_an_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
73,prediction,visible,0.5,22.0,hard,0.1,0.0,Experiment 1 (no preview)
73,prediction,hidden,0.5890404340586651,22.0,hard,0.5,0.0,Experiment 1 (no preview)
73,prediction,hidden_an,0.6271477663131956,22.0,hard,0.625,2.0,Experiment 1 (no preview)
73,prediction,hidden_normative_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
73,prediction,hidden_an_subset,0.5890404340586651,22.0,hard,,,Experiment 1 (no preview)
74,prediction,visible,0.569546223939229,22.0,hard,0.5,0.0,Experiment 1 (no preview)
74,prediction,hidden,0.5299640517645717,22.0,hard,0.5,0.0,Experiment 1 (no preview)
74,prediction,hidden_an,0.5299640517645717,22.0,hard,0.5714285714285714,3.0,Experiment 1 (no preview)
74,prediction,hidden_normative_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
74,prediction,hidden_an_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
75,prediction,visible,0.5,22.0,hard,0.3,0.0,Experiment 1 (no preview)
75,prediction,hidden,0.5,22.0,hard,0.4,0.0,Experiment 1 (no preview)
75,prediction,hidden_an,0.5,22.0,hard,0.5,4.0,Experiment 1 (no preview)
75,prediction,hidden_normative_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
75,prediction,hidden_an_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
76,prediction,visible,0.5,22.0,hard,0.3,0.0,Experiment 1 (no preview)
76,prediction,hidden,0.5,22.0,hard,0.3,0.0,Experiment 1 (no preview)
76,prediction,hidden_an,0.5,22.0,hard,0.42857142857142855,3.0,Experiment 1 (no preview)
76,prediction,hidden_normative_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
76,prediction,hidden_an_subset,0.6364525402815663,22.0,hard,,,Experiment 1 (no preview)
77,prediction,visible,0.5,22.0,hard,0.4,0.0,Experiment 1 (no preview)
77,prediction,hidden,0.5,22.0,hard,0.4,0.0,Experiment 1 (no preview)
77,prediction,hidden_an,0.5597136492671929,22.0,hard,0.5,4.0,Experiment 1 (no preview)
77,prediction,hidden_normative_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
77,prediction,hidden_an_subset,0.6984652160025387,22.0,hard,,,Experiment 1 (no preview)
78,prediction,visible,0.6726070170677604,22.0,hard,0.7,0.0,Experiment 1 (no preview)
78,prediction,hidden,0.6899744811276124,22.0,hard,0.6,0.0,Experiment 1 (no preview)
78,prediction,hidden_an,0.8320183851339245,22.0,hard,,5.0,Experiment 1 (no preview)
78,prediction,hidden_normative_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
78,prediction,hidden_an_subset,0.549833997312478,22.0,hard,,,Experiment 1 (no preview)
79,prediction,visible,0.569546223939229,22.0,hard,0.6,0.0,Experiment 1 (no preview)
79,prediction,hidden,0.7231218051243898,22.0,hard,0.6,0.0,Experiment 1 (no preview)
79,prediction,hidden_an,0.598687660112452,22.0,hard,0.625,2.0,Experiment 1 (no preview)
79,prediction,hidden_normative_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
79,prediction,hidden_an_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
80,control,visible,0.9037844582893072,21.0,easy,0.9,0.0,Experiment 1 (no preview)
80,control,hidden,0.5399148845555657,21.0,easy,0.6,0.0,Experiment 1 (no preview)
80,control,hidden_an,0.5,21.0,easy,0.5,0.0,Experiment 1 (no preview)
80,control,hidden_normative_subset,0.8145725807070178,21.0,easy,,,Experiment 1 (no preview)
80,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 1 (no preview)
81,control,visible,0.5,21.0,easy,0.3,0.0,Experiment 1 (no preview)
81,control,hidden,0.5597136492671929,21.0,easy,0.6,0.0,Experiment 1 (no preview)
81,control,hidden_an,0.5,21.0,easy,0.3333333333333333,1.0,Experiment 1 (no preview)
81,control,hidden_normative_subset,0.7824497764231125,21.0,easy,,,Experiment 1 (no preview)
81,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 1 (no preview)
82,control,visible,0.5,21.0,easy,0.4,0.0,Experiment 1 (no preview)
82,control,hidden,0.5,21.0,easy,0.3,0.0,Experiment 1 (no preview)
82,control,hidden_an,0.5,21.0,easy,0.375,2.0,Experiment 1 (no preview)
82,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 1 (no preview)
82,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 1 (no preview)
83,control,visible,0.731058578630005,21.0,easy,0.7,0.0,Experiment 1 (no preview)
83,control,hidden,0.5,21.0,easy,0.4,0.0,Experiment 1 (no preview)
83,control,hidden_an,0.5,21.0,easy,0.3,0.0,Experiment 1 (no preview)
83,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 1 (no preview)
83,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 1 (no preview)
84,control,visible,0.7539887164489482,21.0,easy,0.8,0.0,Experiment 1 (no preview)
84,control,hidden,0.549833997312478,21.0,easy,0.6,0.0,Experiment 1 (no preview)
84,control,hidden_an,0.549833997312478,21.0,easy,0.5,2.0,Experiment 1 (no preview)
84,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 1 (no preview)
84,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 1 (no preview)
85,control,visible,0.9873828393206613,21.0,easy,1.0,0.0,Experiment 1 (no preview)
85,control,hidden,0.5597136492671929,21.0,easy,0.6,0.0,Experiment 1 (no preview)
85,control,hidden_an,0.598687660112452,21.0,easy,0.5,0.0,Experiment 1 (no preview)
85,control,hidden_normative_subset,0.8145725807070178,21.0,easy,,,Experiment 1 (no preview)
85,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 1 (no preview)
86,control,visible,0.7824497764231125,21.0,easy,0.8,0.0,Experiment 1 (no preview)
86,control,hidden,0.7824497764231125,21.0,easy,0.8,0.0,Experiment 1 (no preview)
86,control,hidden_an,0.598687660112452,21.0,easy,0.7,0.0,Experiment 1 (no preview)
86,control,hidden_normative_subset,0.9873828393206613,21.0,easy,,,Experiment 1 (no preview)
86,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 1 (no preview)
87,control,visible,0.598687660112452,21.0,easy,0.6,0.0,Experiment 1 (no preview)
87,control,hidden,0.6813537337890255,21.0,easy,0.6,0.0,Experiment 1 (no preview)
87,control,hidden_an,0.7613327148429104,21.0,easy,0.7,0.0,Experiment 1 (no preview)
87,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 1 (no preview)
87,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 1 (no preview)
88,prediction,visible,0.9137258055040833,21.0,easy,0.9,0.0,Experiment 1 (no preview)
88,prediction,hidden,0.9105199406664385,21.0,easy,0.8,0.0,Experiment 1 (no preview)
88,prediction,hidden_an,0.9701133201963638,21.0,easy,,5.0,Experiment 1 (no preview)
88,prediction,hidden_normative_subset,0.8532096601986175,21.0,easy,,,Experiment 1 (no preview)
88,prediction,hidden_an_subset,0.5,21.0,easy,,,Experiment 1 (no preview)
89,prediction,visible,0.8581489350995122,21.0,easy,0.8,0.0,Experiment 1 (no preview)
89,prediction,hidden,0.935836123594826,21.0,easy,0.8,0.0,Experiment 1 (no preview)
89,prediction,hidden_an,0.9873828393206613,21.0,easy,,5.0,Experiment 1 (no preview)
89,prediction,hidden_normative_subset,0.8807970779778824,21.0,easy,,,Experiment 1 (no preview)
89,prediction,hidden_an_subset,0.5,21.0,easy,,,Experiment 1 (no preview)
90,prediction,visible,0.7755640142690734,21.0,easy,0.6,0.0,Experiment 1 (no preview)
90,prediction,hidden,0.5,21.0,easy,0.3333333333333333,4.0,Experiment 1 (no preview)
90,prediction,hidden_an,0.5,21.0,easy,,8.0,Experiment 1 (no preview)
90,prediction,hidden_normative_subset,0.5,21.0,easy,,,Experiment 1 (no preview)
90,prediction,hidden_an_subset,0.5,21.0,easy,,,Experiment 1 (no preview)
91,prediction,visible,0.9873828393206613,21.0,easy,0.8888888888888888,1.0,Experiment 1 (no preview)
91,prediction,hidden,0.5,21.0,easy,0.5,2.0,Experiment 1 (no preview)
91,prediction,hidden_an,0.6456563062257954,21.0,easy,,6.0,Experiment 1 (no preview)
91,prediction,hidden_normative_subset,0.5,21.0,easy,,,Experiment 1 (no preview)
91,prediction,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 1 (no preview)
92,prediction,visible,0.6899744811276124,21.0,easy,0.6666666666666666,1.0,Experiment 1 (no preview)
92,prediction,hidden,0.5,21.0,easy,0.375,2.0,Experiment 1 (no preview)
92,prediction,hidden_an,0.5,21.0,easy,,6.0,Experiment 1 (no preview)
92,prediction,hidden_normative_subset,0.6547534606063191,21.0,easy,,,Experiment 1 (no preview)
92,prediction,hidden_an_subset,0.5,21.0,easy,,,Experiment 1 (no preview)
93,prediction,visible,0.9105199406664385,21.0,easy,0.9,0.0,Experiment 1 (no preview)
93,prediction,hidden,0.8021838885585818,21.0,easy,0.7,0.0,Experiment 1 (no preview)
93,prediction,hidden_an,0.738850006084249,21.0,easy,,5.0,Experiment 1 (no preview)
93,prediction,hidden_normative_subset,0.8676111264579347,21.0,easy,,,Experiment 1 (no preview)
93,prediction,hidden_an_subset,0.5,21.0,easy,,,Experiment 1 (no preview)
94,prediction,visible,0.9873828393206613,21.0,easy,1.0,0.0,Experiment 1 (no preview)
94,prediction,hidden,0.598687660112452,21.0,easy,0.7,0.0,Experiment 1 (no preview)
94,prediction,hidden_an,0.5,21.0,easy,,5.0,Experiment 1 (no preview)
94,prediction,hidden_normative_subset,0.9873828393206613,21.0,easy,,,Experiment 1 (no preview)
94,prediction,hidden_an_subset,0.5,21.0,easy,,,Experiment 1 (no preview)
95,prediction,visible,0.7613327148429104,21.0,easy,0.8,0.0,Experiment 1 (no preview)
95,prediction,hidden,0.5,21.0,easy,0.5,0.0,Experiment 1 (no preview)
95,prediction,hidden_an,0.5,21.0,easy,0.42857142857142855,3.0,Experiment 1 (no preview)
95,prediction,hidden_normative_subset,0.5,21.0,easy,,,Experiment 1 (no preview)
95,prediction,hidden_an_subset,0.5,21.0,easy,,,Experiment 1 (no preview)
96,prediction,visible,0.6082590307465144,21.0,easy,0.5,0.0,Experiment 1 (no preview)
96,prediction,hidden,0.7150421057009898,21.0,easy,0.625,2.0,Experiment 1 (no preview)
96,prediction,hidden_an,0.7464939833376623,21.0,easy,,6.0,Experiment 1 (no preview)
96,prediction,hidden_normative_subset,0.8532096601986175,21.0,easy,,,Experiment 1 (no preview)
96,prediction,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 1 (no preview)
97,prediction,visible,0.5,22.0,hard,0.2,0.0,Experiment 1 (no preview)
97,prediction,hidden,0.5597136492671929,22.0,hard,0.4,0.0,Experiment 1 (no preview)
97,prediction,hidden_an,0.6899744811276124,22.0,hard,0.6666666666666666,4.0,Experiment 1 (no preview)
97,prediction,hidden_normative_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
97,prediction,hidden_an_subset,0.5,22.0,hard,,,Experiment 1 (no preview)
98,prediction,visible,0.8481288363433408,22.0,hard,0.8,0.0,Experiment 2 (test preview)
98,prediction,hidden,0.9426758241011312,22.0,hard,0.9,0.0,Experiment 2 (test preview)
98,prediction,hidden_an,0.9873828393206613,22.0,hard,0.8571428571428571,3.0,Experiment 2 (test preview)
98,prediction,hidden_normative_subset,0.9037844582893072,22.0,hard,,,Experiment 2 (test preview)
98,prediction,hidden_an_subset,0.9723475776771769,22.0,hard,,,Experiment 2 (test preview)
99,explanation,visible,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
99,explanation,hidden,0.5299640517645717,22.0,hard,0.5,0.0,Experiment 2 (test preview)
99,explanation,hidden_an,0.5,22.0,hard,0.2,0.0,Experiment 2 (test preview)
99,explanation,hidden_normative_subset,0.549833997312478,22.0,hard,,,Experiment 2 (test preview)
99,explanation,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
100,control,visible,0.7464939833376623,22.0,hard,0.7,0.0,Experiment 2 (test preview)
100,control,hidden,0.6271477663131956,22.0,hard,0.6,0.0,Experiment 2 (test preview)
100,control,hidden_an,0.8532096601986175,22.0,hard,0.75,2.0,Experiment 2 (test preview)
100,control,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
100,control,hidden_an_subset,0.731058578630005,22.0,hard,,,Experiment 2 (test preview)
101,prediction,visible,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
101,prediction,hidden,0.6364525402815663,22.0,hard,0.5,0.0,Experiment 2 (test preview)
101,prediction,hidden_an,0.6726070170677604,22.0,hard,0.6666666666666666,4.0,Experiment 2 (test preview)
101,prediction,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
101,prediction,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
102,prediction,visible,0.5,21.0,easy,0.3,0.0,Experiment 2 (test preview)
102,prediction,hidden,0.907207046882843,21.0,easy,0.8,0.0,Experiment 2 (test preview)
102,prediction,hidden_an,0.8375349374193038,21.0,easy,0.7142857142857143,3.0,Experiment 2 (test preview)
102,prediction,hidden_normative_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
102,prediction,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
103,control,visible,0.6082590307465144,21.0,easy,0.6,0.0,Experiment 2 (test preview)
103,control,hidden,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
103,control,hidden_an,0.5,21.0,easy,0.5,2.0,Experiment 2 (test preview)
103,control,hidden_normative_subset,0.5199893401555817,21.0,easy,,,Experiment 2 (test preview)
103,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
104,prediction,visible,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
104,prediction,hidden,0.549833997312478,21.0,easy,0.5,0.0,Experiment 2 (test preview)
104,prediction,hidden_an,0.7068222210935675,21.0,easy,,5.0,Experiment 2 (test preview)
104,prediction,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
104,prediction,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
105,prediction,visible,0.8721384336809187,21.0,easy,0.9,0.0,Experiment 2 (test preview)
105,prediction,hidden,0.9308615796566532,21.0,easy,0.8,0.0,Experiment 2 (test preview)
105,prediction,hidden_an,0.9873828393206613,21.0,easy,,5.0,Experiment 2 (test preview)
105,prediction,hidden_normative_subset,0.876532952434776,21.0,easy,,,Experiment 2 (test preview)
105,prediction,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
106,prediction,visible,0.738850006084249,21.0,easy,0.7,0.0,Experiment 2 (test preview)
106,prediction,hidden,0.5,21.0,easy,0.375,2.0,Experiment 2 (test preview)
106,prediction,hidden_an,0.5,21.0,easy,,6.0,Experiment 2 (test preview)
106,prediction,hidden_normative_subset,0.5890404340586651,21.0,easy,,,Experiment 2 (test preview)
106,prediction,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
107,prediction,visible,0.5099986668799654,22.0,hard,0.5,0.0,Experiment 2 (test preview)
107,prediction,hidden,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
107,prediction,hidden_an,0.5890404340586651,22.0,hard,,5.0,Experiment 2 (test preview)
107,prediction,hidden_normative_subset,0.5299640517645717,22.0,hard,,,Experiment 2 (test preview)
107,prediction,hidden_an_subset,0.9873828393206613,22.0,hard,,,Experiment 2 (test preview)
108,control,visible,0.6899744811276124,21.0,easy,0.7,0.0,Experiment 2 (test preview)
108,control,hidden,0.6813537337890255,21.0,easy,0.7,0.0,Experiment 2 (test preview)
108,control,hidden_an,0.6637386974043527,21.0,easy,0.6,0.0,Experiment 2 (test preview)
108,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
108,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
109,explanation,visible,0.549833997312478,21.0,easy,0.5,0.0,Experiment 2 (test preview)
109,explanation,hidden,0.8084546514385326,21.0,easy,0.8,0.0,Experiment 2 (test preview)
109,explanation,hidden_an,0.8145725807070178,21.0,easy,0.8,0.0,Experiment 2 (test preview)
109,explanation,hidden_normative_subset,0.8481288363433408,21.0,easy,,,Experiment 2 (test preview)
109,explanation,hidden_an_subset,0.8629487074245403,21.0,easy,,,Experiment 2 (test preview)
110,explanation,visible,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
110,explanation,hidden,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
110,explanation,hidden_an,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
110,explanation,hidden_normative_subset,0.5199893401555817,22.0,hard,,,Experiment 2 (test preview)
110,explanation,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
111,explanation,visible,0.7613327148429104,22.0,hard,0.7,0.0,Experiment 2 (test preview)
111,explanation,hidden,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
111,explanation,hidden_an,0.6547534606063191,22.0,hard,0.8,0.0,Experiment 2 (test preview)
111,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
111,explanation,hidden_an_subset,0.9873828393206613,22.0,hard,,,Experiment 2 (test preview)
112,explanation,visible,0.5597136492671929,22.0,hard,0.5,0.0,Experiment 2 (test preview)
112,explanation,hidden,0.6271477663131956,22.0,hard,0.6,0.0,Experiment 2 (test preview)
112,explanation,hidden_an,0.6984652160025387,22.0,hard,0.7,0.0,Experiment 2 (test preview)
112,explanation,hidden_normative_subset,0.731058578630005,22.0,hard,,,Experiment 2 (test preview)
112,explanation,hidden_an_subset,0.8429045311145472,22.0,hard,,,Experiment 2 (test preview)
113,control,visible,0.8084546514385326,22.0,hard,0.7,0.0,Experiment 2 (test preview)
113,control,hidden,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
113,control,hidden_an,0.5,22.0,hard,0.3333333333333333,1.0,Experiment 2 (test preview)
113,control,hidden_normative_subset,0.598687660112452,22.0,hard,,,Experiment 2 (test preview)
113,control,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
114,control,visible,0.9198270878271877,22.0,hard,0.9,0.0,Experiment 2 (test preview)
114,control,hidden,0.6984652160025387,22.0,hard,0.7,0.0,Experiment 2 (test preview)
114,control,hidden_an,0.6726070170677604,22.0,hard,0.5555555555555556,1.0,Experiment 2 (test preview)
114,control,hidden_normative_subset,0.9105199406664385,22.0,hard,,,Experiment 2 (test preview)
114,control,hidden_an_subset,0.9873828393206613,22.0,hard,,,Experiment 2 (test preview)
115,control,visible,0.8676111264579347,22.0,hard,0.8,0.0,Experiment 2 (test preview)
115,control,hidden,0.8145725807070178,22.0,hard,0.8,0.0,Experiment 2 (test preview)
115,control,hidden_an,0.8320183851339245,22.0,hard,0.625,2.0,Experiment 2 (test preview)
115,control,hidden_normative_subset,0.9105199406664385,22.0,hard,,,Experiment 2 (test preview)
115,control,hidden_an_subset,0.9873828393206613,22.0,hard,,,Experiment 2 (test preview)
116,explanation,visible,0.5299640517645717,21.0,easy,0.5,0.0,Experiment 2 (test preview)
116,explanation,hidden,0.5,21.0,easy,0.3,0.0,Experiment 2 (test preview)
116,explanation,hidden_an,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
116,explanation,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
116,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
117,explanation,visible,0.6813537337890255,21.0,easy,0.7,0.0,Experiment 2 (test preview)
117,explanation,hidden,0.5,21.0,easy,0.3,0.0,Experiment 2 (test preview)
117,explanation,hidden_an,0.5,21.0,easy,0.3,0.0,Experiment 2 (test preview)
117,explanation,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
117,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
118,explanation,visible,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
118,explanation,hidden,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
118,explanation,hidden_an,0.5,21.0,easy,0.3,0.0,Experiment 2 (test preview)
118,explanation,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
118,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
119,control,visible,0.876532952434776,21.0,easy,0.9,0.0,Experiment 2 (test preview)
119,control,hidden,0.6813537337890255,21.0,easy,0.7,0.0,Experiment 2 (test preview)
119,control,hidden_an,0.7957596977159082,21.0,easy,0.9,0.0,Experiment 2 (test preview)
119,control,hidden_normative_subset,0.5299640517645717,21.0,easy,,,Experiment 2 (test preview)
119,control,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
120,control,visible,0.7539887164489482,21.0,easy,0.8,0.0,Experiment 2 (test preview)
120,control,hidden,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
120,control,hidden_an,0.5,21.0,easy,0.3333333333333333,1.0,Experiment 2 (test preview)
120,control,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
120,control,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
121,prediction,visible,0.5,22.0,hard,0.3,0.0,Experiment 2 (test preview)
121,prediction,hidden,0.5,22.0,hard,0.3,0.0,Experiment 2 (test preview)
121,prediction,hidden_an,0.5,22.0,hard,,5.0,Experiment 2 (test preview)
121,prediction,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
121,prediction,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
122,explanation,visible,0.7685247834990176,21.0,easy,0.8,0.0,Experiment 2 (test preview)
122,explanation,hidden,0.6082590307465144,21.0,easy,0.6,0.0,Experiment 2 (test preview)
122,explanation,hidden_an,0.7068222210935675,21.0,easy,0.7,0.0,Experiment 2 (test preview)
122,explanation,hidden_normative_subset,0.7068222210935675,21.0,easy,,,Experiment 2 (test preview)
122,explanation,hidden_an_subset,0.7957596977159082,21.0,easy,,,Experiment 2 (test preview)
123,explanation,visible,0.8145725807070178,21.0,easy,0.8,0.0,Experiment 2 (test preview)
123,explanation,hidden,0.5399148845555657,21.0,easy,0.5,0.0,Experiment 2 (test preview)
123,explanation,hidden_an,0.6456563062257954,21.0,easy,0.5,0.0,Experiment 2 (test preview)
123,explanation,hidden_normative_subset,0.5299640517645717,21.0,easy,,,Experiment 2 (test preview)
123,explanation,hidden_an_subset,0.7150421057009898,21.0,easy,,,Experiment 2 (test preview)
124,explanation,visible,0.598687660112452,21.0,easy,0.6,0.0,Experiment 2 (test preview)
124,explanation,hidden,0.8021838885585818,21.0,easy,0.8,0.0,Experiment 2 (test preview)
124,explanation,hidden_an,0.731058578630005,21.0,easy,0.8,0.0,Experiment 2 (test preview)
124,explanation,hidden_normative_subset,0.8429045311145472,21.0,easy,,,Experiment 2 (test preview)
124,explanation,hidden_an_subset,0.7150421057009898,21.0,easy,,,Experiment 2 (test preview)
