participant_id,task,condition,predicted_accuracy,fsm_number,fsm_type,mm_accuracy,count_nan,learning_condition
125,explanation,visible,0.8205384805926732,21.0,easy,0.8,0.0,Experiment 2 (test preview)
125,explanation,hidden,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
125,explanation,hidden_an,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
125,explanation,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
125,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
126,explanation,visible,0.5,21.0,easy,0.6,0.0,Experiment 2 (test preview)
126,explanation,hidden,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
126,explanation,hidden_an,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
126,explanation,hidden_normative_subset,0.9037844582893072,21.0,easy,,,Experiment 2 (test preview)
126,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
127,explanation,visible,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
127,explanation,hidden,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
127,explanation,hidden_an,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
127,explanation,hidden_normative_subset,0.6271477663131956,21.0,easy,,,Experiment 2 (test preview)
127,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
128,explanation,visible,0.7068222210935675,21.0,easy,0.7,0.0,Experiment 2 (test preview)
128,explanation,hidden,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
128,explanation,hidden_an,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
128,explanation,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
128,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
129,explanation,visible,0.5,21.0,easy,0.6,0.0,Experiment 2 (test preview)
129,explanation,hidden,0.8807970779778824,21.0,easy,0.7,0.0,Experiment 2 (test preview)
129,explanation,hidden_an,0.7891817065222528,21.0,easy,0.7,0.0,Experiment 2 (test preview)
129,explanation,hidden_normative_subset,0.7891817065222528,21.0,easy,,,Experiment 2 (test preview)
129,explanation,hidden_an_subset,0.6984652160025387,21.0,easy,,,Experiment 2 (test preview)
130,explanation,visible,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
130,explanation,hidden,0.6364525402815663,21.0,easy,0.6,0.0,Experiment 2 (test preview)
130,explanation,hidden_an,0.731058578630005,21.0,easy,0.6,0.0,Experiment 2 (test preview)
130,explanation,hidden_normative_subset,0.7824497764231125,21.0,easy,,,Experiment 2 (test preview)
130,explanation,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
131,explanation,visible,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
131,explanation,hidden,0.6726070170677604,21.0,easy,0.7,0.0,Experiment 2 (test preview)
131,explanation,hidden_an,0.5793242521487494,21.0,easy,0.7,0.0,Experiment 2 (test preview)
131,explanation,hidden_normative_subset,0.6547534606063191,21.0,easy,,,Experiment 2 (test preview)
131,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
132,explanation,visible,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
132,explanation,hidden,0.5099986668799654,21.0,easy,0.5,0.0,Experiment 2 (test preview)
132,explanation,hidden_an,0.5099986668799654,21.0,easy,0.5,0.0,Experiment 2 (test preview)
132,explanation,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
132,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
133,explanation,visible,0.6813537337890255,21.0,easy,0.7,0.0,Experiment 2 (test preview)
133,explanation,hidden,0.5890404340586651,21.0,easy,0.6,0.0,Experiment 2 (test preview)
133,explanation,hidden_an,0.5,21.0,easy,0.6,0.0,Experiment 2 (test preview)
133,explanation,hidden_normative_subset,0.6813537337890255,21.0,easy,,,Experiment 2 (test preview)
133,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
134,explanation,visible,0.598687660112452,21.0,easy,0.6,0.0,Experiment 2 (test preview)
134,explanation,hidden,0.6899744811276124,21.0,easy,0.7,0.0,Experiment 2 (test preview)
134,explanation,hidden_an,0.7068222210935675,21.0,easy,0.7,0.0,Experiment 2 (test preview)
134,explanation,hidden_normative_subset,0.6899744811276124,21.0,easy,,,Experiment 2 (test preview)
134,explanation,hidden_an_subset,0.7150421057009898,21.0,easy,,,Experiment 2 (test preview)
135,explanation,visible,0.6984652160025387,21.0,easy,0.7,0.0,Experiment 2 (test preview)
135,explanation,hidden,0.6364525402815663,21.0,easy,0.6,0.0,Experiment 2 (test preview)
135,explanation,hidden_an,0.6456563062257954,21.0,easy,0.6,0.0,Experiment 2 (test preview)
135,explanation,hidden_normative_subset,0.6899744811276124,21.0,easy,,,Experiment 2 (test preview)
135,explanation,hidden_an_subset,0.7150421057009898,21.0,easy,,,Experiment 2 (test preview)
136,explanation,visible,0.617747874769249,21.0,easy,0.6,0.0,Experiment 2 (test preview)
136,explanation,hidden,0.5199893401555817,21.0,easy,0.5,0.0,Experiment 2 (test preview)
136,explanation,hidden_an,0.617747874769249,21.0,easy,0.5,0.0,Experiment 2 (test preview)
136,explanation,hidden_normative_subset,0.5299640517645717,21.0,easy,,,Experiment 2 (test preview)
136,explanation,hidden_an_subset,0.7150421057009898,21.0,easy,,,Experiment 2 (test preview)
137,explanation,visible,0.6082590307465144,21.0,easy,0.6,0.0,Experiment 2 (test preview)
137,explanation,hidden,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
137,explanation,hidden_an,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
137,explanation,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
137,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
138,explanation,visible,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
138,explanation,hidden,0.5793242521487494,21.0,easy,0.6,0.0,Experiment 2 (test preview)
138,explanation,hidden_an,0.5,21.0,easy,0.5,2.0,Experiment 2 (test preview)
138,explanation,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
138,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
139,explanation,visible,0.8581489350995122,21.0,easy,0.8,0.0,Experiment 2 (test preview)
139,explanation,hidden,0.8084546514385326,21.0,easy,0.8,0.0,Experiment 2 (test preview)
139,explanation,hidden_an,0.731058578630005,21.0,easy,0.6,0.0,Experiment 2 (test preview)
139,explanation,hidden_normative_subset,0.8532096601986175,21.0,easy,,,Experiment 2 (test preview)
139,explanation,hidden_an_subset,0.7150421057009898,21.0,easy,,,Experiment 2 (test preview)
140,explanation,visible,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
140,explanation,hidden,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
140,explanation,hidden_an,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
140,explanation,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
140,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
141,explanation,visible,0.6364525402815663,21.0,easy,0.6,0.0,Experiment 2 (test preview)
141,explanation,hidden,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
141,explanation,hidden_an,0.5199893401555817,21.0,easy,0.5,0.0,Experiment 2 (test preview)
141,explanation,hidden_normative_subset,0.6899744811276124,21.0,easy,,,Experiment 2 (test preview)
141,explanation,hidden_an_subset,0.7150421057009898,21.0,easy,,,Experiment 2 (test preview)
142,explanation,visible,0.5793242521487494,21.0,easy,0.6,0.0,Experiment 2 (test preview)
142,explanation,hidden,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
142,explanation,hidden_an,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
142,explanation,hidden_normative_subset,0.6271477663131956,21.0,easy,,,Experiment 2 (test preview)
142,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
143,explanation,visible,0.617747874769249,21.0,easy,0.6,0.0,Experiment 2 (test preview)
143,explanation,hidden,0.6813537337890255,21.0,easy,0.7,0.0,Experiment 2 (test preview)
143,explanation,hidden_an,0.617747874769249,21.0,easy,0.7,0.0,Experiment 2 (test preview)
143,explanation,hidden_normative_subset,0.8320183851339245,21.0,easy,,,Experiment 2 (test preview)
143,explanation,hidden_an_subset,0.7150421057009898,21.0,easy,,,Experiment 2 (test preview)
144,explanation,visible,0.8807970779778824,21.0,easy,0.9,0.0,Experiment 2 (test preview)
144,explanation,hidden,0.8849332679544502,21.0,easy,0.9,0.0,Experiment 2 (test preview)
144,explanation,hidden_an,0.8429045311145472,21.0,easy,0.9,0.0,Experiment 2 (test preview)
144,explanation,hidden_normative_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
144,explanation,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
145,explanation,visible,0.5597136492671929,21.0,easy,0.6,0.0,Experiment 2 (test preview)
145,explanation,hidden,0.5890404340586651,21.0,easy,0.6,0.0,Experiment 2 (test preview)
145,explanation,hidden_an,0.5199893401555817,21.0,easy,0.6,0.0,Experiment 2 (test preview)
145,explanation,hidden_normative_subset,0.8481288363433408,21.0,easy,,,Experiment 2 (test preview)
145,explanation,hidden_an_subset,0.7150421057009898,21.0,easy,,,Experiment 2 (test preview)
146,explanation,visible,0.5299640517645717,21.0,easy,0.6,0.0,Experiment 2 (test preview)
146,explanation,hidden,0.907207046882843,21.0,easy,0.9,0.0,Experiment 2 (test preview)
146,explanation,hidden_an,0.8676111264579347,21.0,easy,0.9,0.0,Experiment 2 (test preview)
146,explanation,hidden_normative_subset,0.826353352980995,21.0,easy,,,Experiment 2 (test preview)
146,explanation,hidden_an_subset,0.731058578630005,21.0,easy,,,Experiment 2 (test preview)
147,explanation,visible,0.7068222210935675,21.0,easy,0.7,0.0,Experiment 2 (test preview)
147,explanation,hidden,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
147,explanation,hidden_an,0.569546223939229,21.0,easy,0.6,0.0,Experiment 2 (test preview)
147,explanation,hidden_normative_subset,0.5199893401555817,21.0,easy,,,Experiment 2 (test preview)
147,explanation,hidden_an_subset,0.6456563062257954,21.0,easy,,,Experiment 2 (test preview)
148,explanation,visible,0.7891817065222528,21.0,easy,0.8,0.0,Experiment 2 (test preview)
148,explanation,hidden,0.6456563062257954,21.0,easy,0.6,0.0,Experiment 2 (test preview)
148,explanation,hidden_an,0.6984652160025387,21.0,easy,0.6,0.0,Experiment 2 (test preview)
148,explanation,hidden_normative_subset,0.9002495108803149,21.0,easy,,,Experiment 2 (test preview)
148,explanation,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
149,explanation,visible,0.7231218051243898,21.0,easy,0.7,0.0,Experiment 2 (test preview)
149,explanation,hidden,0.5793242521487494,21.0,easy,0.6,0.0,Experiment 2 (test preview)
149,explanation,hidden_an,0.598687660112452,21.0,easy,0.6,0.0,Experiment 2 (test preview)
149,explanation,hidden_normative_subset,0.6726070170677604,21.0,easy,,,Experiment 2 (test preview)
149,explanation,hidden_an_subset,0.7150421057009898,21.0,easy,,,Experiment 2 (test preview)
150,explanation,visible,0.6899744811276124,21.0,easy,0.7,0.0,Experiment 2 (test preview)
150,explanation,hidden,0.6899744811276124,21.0,easy,0.7,0.0,Experiment 2 (test preview)
150,explanation,hidden_an,0.5793242521487494,21.0,easy,0.7,0.0,Experiment 2 (test preview)
150,explanation,hidden_normative_subset,0.6899744811276124,21.0,easy,,,Experiment 2 (test preview)
150,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
151,explanation,visible,0.5299640517645717,21.0,easy,0.5,0.0,Experiment 2 (test preview)
151,explanation,hidden,0.617747874769249,21.0,easy,0.6,0.0,Experiment 2 (test preview)
151,explanation,hidden_an,0.5793242521487494,21.0,easy,0.6,0.0,Experiment 2 (test preview)
151,explanation,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
151,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
152,explanation,visible,0.7150421057009898,21.0,easy,0.7,0.0,Experiment 2 (test preview)
152,explanation,hidden,0.7231218051243898,21.0,easy,0.7,0.0,Experiment 2 (test preview)
152,explanation,hidden_an,0.6726070170677604,21.0,easy,0.7,0.0,Experiment 2 (test preview)
152,explanation,hidden_normative_subset,0.8581489350995122,21.0,easy,,,Experiment 2 (test preview)
152,explanation,hidden_an_subset,0.7539887164489482,21.0,easy,,,Experiment 2 (test preview)
153,explanation,visible,0.7824497764231125,21.0,easy,0.8,0.0,Experiment 2 (test preview)
153,explanation,hidden,0.826353352980995,21.0,easy,0.8,0.0,Experiment 2 (test preview)
153,explanation,hidden_an,0.8429045311145472,21.0,easy,0.8,0.0,Experiment 2 (test preview)
153,explanation,hidden_normative_subset,0.6899744811276124,21.0,easy,,,Experiment 2 (test preview)
153,explanation,hidden_an_subset,0.7150421057009898,21.0,easy,,,Experiment 2 (test preview)
154,explanation,visible,0.7068222210935675,21.0,easy,0.7,0.0,Experiment 2 (test preview)
154,explanation,hidden,0.6271477663131956,21.0,easy,0.6,0.0,Experiment 2 (test preview)
154,explanation,hidden_an,0.6456563062257954,21.0,easy,0.6,0.0,Experiment 2 (test preview)
154,explanation,hidden_normative_subset,0.6899744811276124,21.0,easy,,,Experiment 2 (test preview)
154,explanation,hidden_an_subset,0.7150421057009898,21.0,easy,,,Experiment 2 (test preview)
155,explanation,visible,0.8205384805926732,21.0,easy,0.8,0.0,Experiment 2 (test preview)
155,explanation,hidden,0.826353352980995,21.0,easy,0.8,0.0,Experiment 2 (test preview)
155,explanation,hidden_an,0.8429045311145472,21.0,easy,0.8,0.0,Experiment 2 (test preview)
155,explanation,hidden_normative_subset,0.6899744811276124,21.0,easy,,,Experiment 2 (test preview)
155,explanation,hidden_an_subset,0.7150421057009898,21.0,easy,,,Experiment 2 (test preview)
156,explanation,visible,0.6984652160025387,21.0,easy,0.7,0.0,Experiment 2 (test preview)
156,explanation,hidden,0.6082590307465144,21.0,easy,0.6,0.0,Experiment 2 (test preview)
156,explanation,hidden_an,0.6271477663131956,21.0,easy,0.6,0.0,Experiment 2 (test preview)
156,explanation,hidden_normative_subset,0.6899744811276124,21.0,easy,,,Experiment 2 (test preview)
156,explanation,hidden_an_subset,0.7150421057009898,21.0,easy,,,Experiment 2 (test preview)
157,explanation,visible,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
157,explanation,hidden,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
157,explanation,hidden_an,0.5,21.0,easy,0.4,0.0,Experiment 2 (test preview)
157,explanation,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
157,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
158,explanation,visible,0.6547534606063191,21.0,easy,0.7,0.0,Experiment 2 (test preview)
158,explanation,hidden,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
158,explanation,hidden_an,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
158,explanation,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
158,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
159,explanation,visible,0.7231218051243898,21.0,easy,0.7,0.0,Experiment 2 (test preview)
159,explanation,hidden,0.8145725807070178,21.0,easy,0.8,0.0,Experiment 2 (test preview)
159,explanation,hidden_an,0.8676111264579347,21.0,easy,0.8,0.0,Experiment 2 (test preview)
159,explanation,hidden_normative_subset,0.8581489350995122,21.0,easy,,,Experiment 2 (test preview)
159,explanation,hidden_an_subset,0.9873828393206613,21.0,easy,,,Experiment 2 (test preview)
160,explanation,visible,0.5,21.0,easy,0.2,0.0,Experiment 2 (test preview)
160,explanation,hidden,0.5597136492671929,21.0,easy,0.6,0.0,Experiment 2 (test preview)
160,explanation,hidden_an,0.5,21.0,easy,0.6,0.0,Experiment 2 (test preview)
160,explanation,hidden_normative_subset,0.6456563062257954,21.0,easy,,,Experiment 2 (test preview)
160,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
161,explanation,visible,0.5,21.0,easy,0.3,0.0,Experiment 2 (test preview)
161,explanation,hidden,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
161,explanation,hidden_an,0.5,21.0,easy,0.5,0.0,Experiment 2 (test preview)
161,explanation,hidden_normative_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
161,explanation,hidden_an_subset,0.5,21.0,easy,,,Experiment 2 (test preview)
162,explanation,visible,0.7464939833376623,22.0,hard,0.7,0.0,Experiment 2 (test preview)
162,explanation,hidden,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
162,explanation,hidden_an,0.5,22.0,hard,0.5555555555555556,1.0,Experiment 2 (test preview)
162,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
162,explanation,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
163,explanation,visible,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
163,explanation,hidden,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
163,explanation,hidden_an,0.6456563062257954,22.0,hard,0.5,0.0,Experiment 2 (test preview)
163,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
163,explanation,hidden_an_subset,0.6984652160025387,22.0,hard,,,Experiment 2 (test preview)
164,explanation,visible,0.8581489350995122,22.0,hard,0.8,0.0,Experiment 2 (test preview)
164,explanation,hidden,0.5199893401555817,22.0,hard,0.5,0.0,Experiment 2 (test preview)
164,explanation,hidden_an,0.5,22.0,hard,0.6666666666666666,1.0,Experiment 2 (test preview)
164,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
164,explanation,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
165,explanation,visible,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
165,explanation,hidden,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
165,explanation,hidden_an,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
165,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
165,explanation,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
166,explanation,visible,0.8676111264579347,22.0,hard,0.8,0.0,Experiment 2 (test preview)
166,explanation,hidden,0.5099986668799654,22.0,hard,0.5,0.0,Experiment 2 (test preview)
166,explanation,hidden_an,0.8532096601986175,22.0,hard,0.75,2.0,Experiment 2 (test preview)
166,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
166,explanation,hidden_an_subset,0.9873828393206613,22.0,hard,,,Experiment 2 (test preview)
167,explanation,visible,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
167,explanation,hidden,0.5,22.0,hard,0.2,0.0,Experiment 2 (test preview)
167,explanation,hidden_an,0.5,22.0,hard,0.3,0.0,Experiment 2 (test preview)
167,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
167,explanation,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
168,explanation,visible,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
168,explanation,hidden,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
168,explanation,hidden_an,0.6456563062257954,22.0,hard,0.5,0.0,Experiment 2 (test preview)
168,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
168,explanation,hidden_an_subset,0.7613327148429104,22.0,hard,,,Experiment 2 (test preview)
169,explanation,visible,0.6364525402815663,22.0,hard,0.6,0.0,Experiment 2 (test preview)
169,explanation,hidden,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
169,explanation,hidden_an,0.6726070170677604,22.0,hard,0.625,2.0,Experiment 2 (test preview)
169,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
169,explanation,hidden_an_subset,0.9873828393206613,22.0,hard,,,Experiment 2 (test preview)
170,explanation,visible,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
170,explanation,hidden,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
170,explanation,hidden_an,0.8429045311145472,22.0,hard,0.7,0.0,Experiment 2 (test preview)
170,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
170,explanation,hidden_an_subset,0.7685247834990176,22.0,hard,,,Experiment 2 (test preview)
171,explanation,visible,0.5399148845555657,22.0,hard,0.5,0.0,Experiment 2 (test preview)
171,explanation,hidden,0.8889440332885924,22.0,hard,0.8,0.0,Experiment 2 (test preview)
171,explanation,hidden_an,0.8532096601986175,22.0,hard,0.9,0.0,Experiment 2 (test preview)
171,explanation,hidden_normative_subset,0.9593009464285335,22.0,hard,,,Experiment 2 (test preview)
171,explanation,hidden_an_subset,0.9873828393206613,22.0,hard,,,Experiment 2 (test preview)
172,explanation,visible,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
172,explanation,hidden,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
172,explanation,hidden_an,0.6271477663131956,22.0,hard,0.5555555555555556,1.0,Experiment 2 (test preview)
172,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
172,explanation,hidden_an_subset,0.6726070170677604,22.0,hard,,,Experiment 2 (test preview)
173,explanation,visible,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
173,explanation,hidden,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
173,explanation,hidden_an,0.8084546514385326,22.0,hard,0.7,0.0,Experiment 2 (test preview)
173,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
173,explanation,hidden_an_subset,0.7613327148429104,22.0,hard,,,Experiment 2 (test preview)
174,explanation,visible,0.6984652160025387,22.0,hard,0.7,0.0,Experiment 2 (test preview)
174,explanation,hidden,0.7685247834990176,22.0,hard,0.7,0.0,Experiment 2 (test preview)
174,explanation,hidden_an,0.5399148845555657,22.0,hard,0.4444444444444444,1.0,Experiment 2 (test preview)
174,explanation,hidden_normative_subset,0.6637386974043527,22.0,hard,,,Experiment 2 (test preview)
174,explanation,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
175,explanation,visible,0.5299640517645717,22.0,hard,0.5,0.0,Experiment 2 (test preview)
175,explanation,hidden,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
175,explanation,hidden_an,0.6456563062257954,22.0,hard,0.4,0.0,Experiment 2 (test preview)
175,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
175,explanation,hidden_an_subset,0.6984652160025387,22.0,hard,,,Experiment 2 (test preview)
176,explanation,visible,0.5,22.0,hard,0.3,0.0,Experiment 2 (test preview)
176,explanation,hidden,0.9468488636019362,22.0,hard,0.8,0.0,Experiment 2 (test preview)
176,explanation,hidden_an,0.7891817065222528,22.0,hard,0.5,0.0,Experiment 2 (test preview)
176,explanation,hidden_normative_subset,0.9468488636019362,22.0,hard,,,Experiment 2 (test preview)
176,explanation,hidden_an_subset,0.7891817065222528,22.0,hard,,,Experiment 2 (test preview)
177,explanation,visible,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
177,explanation,hidden,0.5,22.0,hard,0.3,0.0,Experiment 2 (test preview)
177,explanation,hidden_an,0.6637386974043527,22.0,hard,0.5,0.0,Experiment 2 (test preview)
177,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
177,explanation,hidden_an_subset,0.7613327148429104,22.0,hard,,,Experiment 2 (test preview)
178,explanation,visible,0.7957596977159082,22.0,hard,0.7,0.0,Experiment 2 (test preview)
178,explanation,hidden,0.6082590307465144,22.0,hard,0.6,0.0,Experiment 2 (test preview)
178,explanation,hidden_an,0.8205384805926732,22.0,hard,0.75,2.0,Experiment 2 (test preview)
178,explanation,hidden_normative_subset,0.6456563062257954,22.0,hard,,,Experiment 2 (test preview)
178,explanation,hidden_an_subset,0.9873828393206613,22.0,hard,,,Experiment 2 (test preview)
179,explanation,visible,0.7231218051243898,22.0,hard,0.7,0.0,Experiment 2 (test preview)
179,explanation,hidden,0.8375349374193038,22.0,hard,0.8,0.0,Experiment 2 (test preview)
179,explanation,hidden_an,0.6364525402815663,22.0,hard,0.7,0.0,Experiment 2 (test preview)
179,explanation,hidden_normative_subset,0.8084546514385326,22.0,hard,,,Experiment 2 (test preview)
179,explanation,hidden_an_subset,0.569546223939229,22.0,hard,,,Experiment 2 (test preview)
180,explanation,visible,0.7957596977159082,22.0,hard,0.7,0.0,Experiment 2 (test preview)
180,explanation,hidden,0.738850006084249,22.0,hard,0.7,0.0,Experiment 2 (test preview)
180,explanation,hidden_an,0.8320183851339245,22.0,hard,0.6,0.0,Experiment 2 (test preview)
180,explanation,hidden_normative_subset,0.8084546514385326,22.0,hard,,,Experiment 2 (test preview)
180,explanation,hidden_an_subset,0.9873828393206613,22.0,hard,,,Experiment 2 (test preview)
181,explanation,visible,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
181,explanation,hidden,0.5,22.0,hard,0.3,0.0,Experiment 2 (test preview)
181,explanation,hidden_an,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
181,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
181,explanation,hidden_an_subset,0.6984652160025387,22.0,hard,,,Experiment 2 (test preview)
182,explanation,visible,0.7539887164489482,22.0,hard,0.7,0.0,Experiment 2 (test preview)
182,explanation,hidden,0.598687660112452,22.0,hard,0.6,0.0,Experiment 2 (test preview)
182,explanation,hidden_an,0.6726070170677604,22.0,hard,0.7,0.0,Experiment 2 (test preview)
182,explanation,hidden_normative_subset,0.8084546514385326,22.0,hard,,,Experiment 2 (test preview)
182,explanation,hidden_an_subset,0.9873828393206613,22.0,hard,,,Experiment 2 (test preview)
183,explanation,visible,0.617747874769249,22.0,hard,0.6,0.0,Experiment 2 (test preview)
183,explanation,hidden,0.617747874769249,22.0,hard,0.6,0.0,Experiment 2 (test preview)
183,explanation,hidden_an,0.6271477663131956,22.0,hard,0.6,0.0,Experiment 2 (test preview)
183,explanation,hidden_normative_subset,0.6456563062257954,22.0,hard,,,Experiment 2 (test preview)
183,explanation,hidden_an_subset,0.6726070170677604,22.0,hard,,,Experiment 2 (test preview)
184,explanation,visible,0.5,22.0,hard,0.6,0.0,Experiment 2 (test preview)
184,explanation,hidden,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
184,explanation,hidden_an,0.6456563062257954,22.0,hard,0.5555555555555556,1.0,Experiment 2 (test preview)
184,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
184,explanation,hidden_an_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
185,explanation,visible,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
185,explanation,hidden,0.5199893401555817,22.0,hard,0.5,0.0,Experiment 2 (test preview)
185,explanation,hidden_an,0.6364525402815663,22.0,hard,0.6,0.0,Experiment 2 (test preview)
185,explanation,hidden_normative_subset,0.598687660112452,22.0,hard,,,Experiment 2 (test preview)
185,explanation,hidden_an_subset,0.7824497764231125,22.0,hard,,,Experiment 2 (test preview)
186,explanation,visible,0.569546223939229,22.0,hard,0.5,0.0,Experiment 2 (test preview)
186,explanation,hidden,0.5,22.0,hard,0.4,0.0,Experiment 2 (test preview)
186,explanation,hidden_an,0.5,22.0,hard,0.5,0.0,Experiment 2 (test preview)
186,explanation,hidden_normative_subset,0.5,22.0,hard,,,Experiment 2 (test preview)
