participant_id,fsm_type,trial_number,trial_type,trial_id,state_1,response_1,state_2,state_3,option_1,option_2,control_correct,response,response_correct,option_1_p,option_2_p,experiment,option_1_p_mm,option_2_p_mm,R_i_mm_eps_0.1,response_correct_mm,option_1_p_mm_an,option_2_p_mm_an,R_i_mm_an_eps_0.1,response_correct_mm_an,task,response_2,prediction_correct,explanation_1_decrease,explanation_2_decrease,explanation_correct
1_50,easy,0,hidden,easy_e_hid_0aa3,0,a,,3.0,,,,1,False,,,1,0.38428615021476314,0.00026637429879796054,1.5748455639668781,0.0,0.38457397723777303,0.00016655562958027982,1.5764357506892737,0.0,explanation,a,,0.0,0.4,2.0
1_50,easy,1,visible,easy_e_vis_2a0b2,2,a,0.0,2.0,,,,2,False,,,1,0.00016643083765002485,0.6150877160670644,1.9655721040453722,0.0,,,,,explanation,b,,0.6,0.0,1.0
1_50,easy,2,visible,easy_e_vis_3a1a0,3,a,1.0,0.0,,,,2,False,,,1,0.0004975109541872432,0.6657235722124,2.0306882722578905,0.0,,,,,explanation,a,,0.6,0.0,1.0
1_50,easy,3,hidden,easy_e_hid_0bb2,0,b,,2.0,,,,2,True,,,1,0.9993005711801709,0.0003268075057920045,2.393996479675063,1.0,0.9995003331112592,7.689941556444173e-05,2.3966722283416746,1.0,explanation,b,,0.0,1.0,2.0
1_50,easy,4,visible,easy_e_vis_2a0a2,2,a,0.0,2.0,,,,2,False,,,1,0.0001665056828700898,0.6148112307563246,1.9651846367617474,0.0,,,,,explanation,a,,0.6,0.0,1.0
1_50,easy,5,hidden,easy_e_hid_3ab2,3,a,,2.0,,,,2,False,,,1,0.0014958018791690003,0.3338416461092591,1.4526621599727998,0.0,0.000499001996007984,0.0009960159362549805,0.0049332728257017525,0.0,explanation,b,,0.4,0.0,1.0
1_50,easy,6,hidden,easy_e_hid_0aa0,0,a,,0.0,,,,2,True,,,1,0.6151434959229074,0.00026644071723671127,1.9646521662361836,1.0,0.6152722239310982,0.00016655562958027982,1.9658288462212312,1.0,explanation,a,,0.0,0.6,2.0
1_50,easy,7,hidden,easy_e_hid_0ba0,0,b,,0.0,,,,2,True,,,1,0.6152207018454527,0.00041611867076782745,1.9632684300724466,1.0,0.6152722239310982,0.00016655562958027982,1.9658288462212312,1.0,explanation,a,,0.0,0.6,2.0
1_50,easy,8,visible,easy_e_vis_0b2a0,0,b,2.0,0.0,,,,2,True,,,1,0.6150877160670644,0.00016643083765002485,1.9655721040453722,1.0,,,,,explanation,a,,0.0,0.6,2.0
1_50,easy,9,visible,easy_e_vis_0a2a0,0,a,2.0,0.0,,,,2,True,,,1,0.6148112307563246,0.0001665056828700898,1.9651846367617474,1.0,,,,,explanation,a,,0.0,0.6,2.0
1_50,easy,10,hidden,easy_e_hid_2bb2,2,b,,2.0,,,,2,True,,,1,0.6150800205290582,0.00024356030718189028,1.9647916254695457,1.0,0.9992507492507492,7.689941556444173e-05,2.3964452050432357,1.0,explanation,b,,0.4,1.0,2.0
1_50,easy,11,hidden,easy_e_hid_3ab0,3,a,,0.0,,,,1,True,,,1,0.0009969663829586973,0.6645891723430808,2.0242481793797107,1.0,0.000499001996007984,0.9970119521912354,2.3901975584970003,1.0,explanation,b,,0.6,0.0,1.0
1_50,easy,12,visible,easy_e_vis_0a2b2,0,a,2.0,2.0,,,,2,True,,,1,0.9987514567377992,7.687635496401256e-05,2.395991120621812,1.0,,,,,explanation,b,,0.0,1.0,2.0
1_50,easy,13,visible,easy_e_vis_3a1b0,3,a,1.0,0.0,,,,1,True,,,1,0.0004985036584620374,0.6643978715384964,2.0289455894579493,1.0,,,,,explanation,b,,0.6,0.0,1.0
1_50,easy,14,hidden,easy_e_hid_2aa2,2,a,,2.0,,,,1,True,,,1,0.00024356030718189028,0.6150800205290582,1.9647916254695457,1.0,7.689941556444173e-05,0.9992507492507492,2.3964452050432357,1.0,explanation,a,,0.6,0.0,1.0
1_50,easy,15,hidden,easy_e_hid_3ba0,3,b,,0.0,,,,2,True,,,1,0.6645891723430808,0.0009969663829586973,2.0242481793797107,1.0,0.9970119521912354,0.000499001996007984,2.3901975584970003,1.0,explanation,a,,-0.2,0.4,2.0
1_50,easy,16,visible,easy_e_vis_0b2a3,0,b,2.0,3.0,,,,2,True,,,1,0.38445865117502676,0.00016643083765002485,1.576198973458718,1.0,,,,,explanation,a,,0.0,0.4,2.0
1_50,easy,17,hidden,easy_e_hid_3aa2,3,a,,2.0,,,,2,False,,,1,0.000665694036973043,0.3334164955693049,1.459894082445135,0.0,0.00016655562958027982,0.0003328894806924102,0.001659195507293582,0.0,explanation,a,,0.4,0.0,1.0
1_50,easy,18,visible,easy_e_vis_3a0a2,3,a,0.0,2.0,,,,1,True,,,1,0.0004988523552654785,0.33302810613769973,1.460656328061303,1.0,,,,,explanation,a,,0.4,0.0,1.0
1_50,easy,19,visible,easy_e_vis_0b2b2,0,b,2.0,2.0,,,,2,True,,,1,0.9992006029034088,7.684179861971312e-05,2.396400161068504,1.0,,,,,explanation,b,,0.0,1.0,2.0
1_51,easy,0,visible,easy_e_vis_0b2b2,0,b,2.0,2.0,,,,1,False,,,1,0.9993945756282117,0.0001107298925134646,2.396238049166116,0.0,,,,,explanation,b,,0.0,1.0,2.0
1_51,easy,1,visible,easy_e_vis_2a0a2,2,a,0.0,2.0,,,,2,False,,,1,7.687059269503975e-05,0.5537601924598364,1.8768020094063769,0.0,,,,,explanation,a,,0.6,0.0,1.0
1_51,easy,2,visible,easy_e_vis_0b2a0,0,b,2.0,0.0,,,,2,True,,,1,0.5552116350753987,7.666963643426909e-05,1.8790217018418551,1.0,,,,,explanation,a,,0.0,0.6,2.0
1_51,easy,3,hidden,easy_e_hid_2bb2,2,b,,2.0,,,,2,True,,,1,0.5539453495446476,0.00018796046182804863,1.8759757582182062,1.0,0.9970119521912352,0.00011106175033318526,2.3940651683467817,1.0,explanation,b,,0.4,1.0,2.0
1_51,easy,4,hidden,easy_e_hid_0aa3,0,a,,3.0,,,,1,False,,,1,0.44303112044403625,0.0002019945763261953,1.6899785359392918,0.0,0.44435806308307413,7.689941556444171e-05,1.6936683499121679,0.0,explanation,a,,0.0,0.4,2.0
1_51,easy,5,hidden,easy_e_hid_0ba0,0,b,,0.0,,,,2,True,,,1,0.5553863612157619,0.001070867369260037,1.8694029982687685,1.0,0.5554198134162595,7.689941556444171e-05,1.8793370822173165,1.0,explanation,a,,0.0,0.6,2.0
1_51,easy,6,visible,easy_e_vis_0b2a3,0,b,2.0,3.0,,,,2,True,,,1,0.44419151208491703,7.666963643426909e-05,1.693364640585724,1.0,,,,,explanation,a,,0.0,0.4,2.0
1_51,easy,7,hidden,easy_e_hid_0bb2,0,b,,2.0,,,,1,False,,,1,0.9995192850889509,0.001107068567344344,2.3864483095393916,0.0,0.9997693017533067,0.00011106175033318526,2.3965755239000823,0.0,explanation,b,,0.0,1.0,2.0
1_51,easy,8,hidden,easy_e_hid_3aa2,3,a,,2.0,,,,1,True,,,1,0.00036633508638684654,0.3994823932887181,1.6047455056712736,1.0,0.00019984012789768185,0.0009960159362549805,0.007914476768016928,1.0,explanation,a,,0.4,0.0,1.0
1_51,easy,9,visible,easy_e_vis_3a1a0,3,a,1.0,0.0,,,,1,True,,,1,0.00016630629480545906,0.5979282311202831,1.9412844091531045,1.0,,,,,explanation,a,,0.6,0.0,1.0
1_51,easy,10,visible,easy_e_vis_3a1b0,3,a,1.0,0.0,,,,2,False,,,1,0.00016605795339627504,0.5988224390547442,1.9425673002996806,0.0,,,,,explanation,b,,0.6,0.0,1.0
1_51,easy,11,visible,easy_e_vis_0a2b2,0,a,2.0,2.0,,,,2,True,,,1,0.9967819432819324,0.00011102012299048165,2.393855893621359,1.0,,,,,explanation,b,,0.0,1.0,2.0
1_51,easy,12,hidden,easy_e_hid_2aa2,2,a,,2.0,,,,1,True,,,1,0.00018796046182804863,0.5539453495446476,1.875975758218206,1.0,0.00011106175033318526,0.9970119521912352,2.3940651683467817,1.0,explanation,a,,0.6,0.0,1.0
1_51,easy,13,visible,easy_e_vis_3a0a2,3,a,0.0,2.0,,,,1,True,,,1,0.00016649320243276096,0.39868523507886916,1.6051413717442184,1.0,,,,,explanation,a,,0.4,0.0,1.0
1_51,easy,14,hidden,easy_e_hid_0aa0,0,a,,0.0,,,,1,False,,,1,0.5551531287421735,0.00020158005343430397,1.8776850351283623,0.0,0.5554198134162595,7.689941556444171e-05,1.8793370822173165,0.0,explanation,a,,0.0,0.6,2.0
1_51,easy,15,visible,easy_e_vis_2a0b2,2,a,0.0,2.0,,,,2,False,,,1,7.666963643426909e-05,0.5552116350753987,1.8790217018418551,0.0,,,,,explanation,b,,0.6,0.0,1.0
1_51,easy,16,hidden,easy_e_hid_3ab2,3,a,,2.0,,,,2,False,,,1,0.0004992134581932139,0.4000295395467422,1.604517274588705,0.0,0.00016655562958027982,0.0004990019960079841,0.003313440278630421,0.0,explanation,b,,0.4,0.0,1.0
1_51,easy,17,hidden,easy_e_hid_3ba0,3,b,,0.0,,,,2,True,,,1,0.5990633063427817,0.00033270906073522885,1.941249551071478,1.0,0.9985029940119762,0.00016655562958027982,2.39486926058346,1.0,explanation,a,,-0.2,0.4,2.0
1_51,easy,18,visible,easy_e_vis_0a2a0,0,a,2.0,0.0,,,,1,False,,,1,0.5537601924598364,7.687059269503975e-05,1.8768020094063769,0.0,,,,,explanation,a,,0.0,0.6,2.0
1_51,easy,19,hidden,easy_e_hid_3ab0,3,a,,0.0,,,,1,True,,,1,0.00033270906073522885,0.5990633063427817,1.9412495510714778,1.0,0.00016655562958027982,0.9985029940119762,2.39486926058346,1.0,explanation,b,,0.6,0.0,1.0
1_52,hard,0,hidden,hard_e_hid_2ab1,2,a,,1.0,,,,2,True,,,1,0.37027620377973247,0.00031966354286066493,1.5449584666716853,1.0,0.6663890739506995,0.00019984012789768188,2.0345233771081244,1.0,explanation,b,,0.24,0.6,2.0
1_52,hard,1,hidden,hard_e_hid_0aa0,0,a,,0.0,,,,2,True,,,1,0.2856026284463584,0.0003476846480231343,1.3461663770123478,1.0,0.2856938892061679,0.00019984012789768188,1.3478774285835298,1.0,explanation,a,,0.0,0.4,2.0
1_52,hard,2,hidden,hard_e_hid_3aa3,3,a,,3.0,,,,1,True,,,1,0.00037662175953495836,0.2857065872981667,1.3461476147383442,1.0,0.00019984012789768188,0.00011106175033318529,0.0008864059074662545,0.0,explanation,a,,0.4,0.0,1.0
1_52,hard,3,hidden,hard_e_hid_2ba1,2,b,,1.0,,,,2,False,,,1,0.00031966354286066493,0.37027620377973247,1.5449584666716853,0.0,0.00019984012789768188,0.6663890739506995,2.0345233771081244,0.0,explanation,a,,0.36,0.0,1.0
1_52,hard,4,hidden,hard_e_hid_1bb2,1,b,,2.0,,,,2,False,,,1,0.00029966922978916016,0.23826689434391427,1.2156728149733231,0.0,0.00016655562958027982,0.00019984012789768185,0.00033223633631522526,0.0,explanation,b,,0.24,0.0,1.0
1_52,hard,5,visible,hard_e_vis_0b3b3,0,b,3.0,3.0,,,,2,True,,,1,0.399480748290848,0.00014268995996806212,1.6069729868516711,1.0,,,,,explanation,b,,0.0,0.4,2.0
1_52,hard,6,visible,hard_e_vis_1b3a2,1,b,3.0,2.0,,,,2,False,,,1,0.0001426899599680621,0.19987344568049759,1.096764469387828,0.0,,,,,explanation,a,,0.24,0.0,1.0
1_52,hard,7,hidden,hard_e_hid_1aa0,1,a,,0.0,,,,1,False,,,1,0.36169125063626234,0.00026863937719917124,1.5270434011575802,0.0,0.39988009592326135,0.00016655562958027982,1.6075339047269281,0.0,explanation,a,,-0.16,0.24,2.0
1_52,hard,8,visible,hard_e_vis_0a3a0,0,a,3.0,0.0,,,,1,False,,,1,0.28552260989609224,0.00019964055386848976,1.3474352407588268,0.0,,,,,explanation,a,,0.0,0.4,2.0
1_52,hard,9,hidden,hard_e_hid_2bb3,2,b,,3.0,,,,2,False,,,1,0.00045722985686370263,0.4440253299265382,1.6892637447834535,0.0,0.00011106175033318529,0.00019984012789768185,0.0008864059074662607,0.0,explanation,b,,0.64,0.24,1.0
1_52,hard,10,visible,hard_e_vis_2b1a1,2,b,1.0,1.0,,,,2,False,,,1,0.00011984816623120368,0.3701256951163315,1.5466321453225296,0.0,,,,,explanation,a,,0.36,0.0,1.0
1_52,hard,11,hidden,hard_e_hid_1ba2,1,b,,2.0,,,,2,False,,,1,0.0005953743233379187,0.19998448831471294,1.092624491974643,0.0,0.00019984012789768185,0.00016655562958027982,0.0003322363363151725,1.0,explanation,a,,0.24,0.0,1.0
1_52,hard,12,visible,hard_e_vis_3b2b0,3,b,2.0,0.0,,,,2,True,,,1,0.3172807929009786,0.0001198481662312037,1.4273914094171765,1.0,,,,,explanation,b,,0.0,0.24,2.0
1_52,hard,13,hidden,hard_e_hid_3ba2,3,b,,2.0,,,,2,True,,,1,0.7137895675059716,0.23988285982698138,0.8731007876784438,1.0,0.999400479616307,0.00011106175033318529,2.3962401044671835,1.0,explanation,a,,0.24,0.6,2.0
1_52,hard,14,visible,hard_e_vis_3a0b3,3,a,0.0,3.0,,,,2,False,,,1,0.00019972031966752739,0.28540857573492334,1.3471386098244231,0.0,,,,,explanation,b,,0.4,0.0,1.0
1_52,hard,15,visible,hard_e_vis_3b2a2,3,b,2.0,2.0,,,,1,False,,,1,0.7135924898002786,6.66059777677636e-05,2.0956235898197275,0.0,,,,,explanation,a,,0.0,0.6,2.0
1_52,hard,16,hidden,hard_e_hid_3bb3,3,b,,3.0,,,,1,False,,,1,0.2857065872981667,0.00037662175953495836,1.3461476147383442,0.0,0.00011106175033318529,0.00019984012789768188,0.0008864059074662607,1.0,explanation,b,,-0.24,0.16,2.0
1_52,hard,17,visible,hard_e_vis_3a2b1,3,a,2.0,1.0,,,,2,True,,,1,0.3330964948165857,0.00014268995996806212,1.464364486411216,1.0,,,,,explanation,b,,0.0,0.36,2.0
1_52,hard,18,visible,hard_e_vis_1a0a3,1,a,0.0,3.0,,,,2,False,,,1,0.00016638929572916768,0.3996403596547222,1.607055862716069,0.0,,,,,explanation,a,,0.4,0.0,1.0
1_52,hard,19,visible,hard_e_vis_2b1b1,2,b,1.0,1.0,,,,1,True,,,1,0.00013317127776792557,0.33309649481658565,1.4644595421223583,1.0,,,,,explanation,b,,0.36,0.0,1.0
1_53,hard,0,hidden,hard_e_hid_1bb2,1,b,,2.0,,,,2,False,,,1,0.00033294488016609675,0.3333332935710003,1.4630130585752643,0.0,0.00016655562958027982,0.00016655562958027982,0.0,,explanation,b,,0.24,0.0,1.0
1_53,hard,1,hidden,hard_e_hid_2bb3,2,b,,3.0,,,,1,True,,,1,0.0004771247810021467,0.3331576371868467,1.4611716324459079,1.0,0.00011106175033318529,0.00016655562958027982,0.0005541695711511228,1.0,explanation,b,,0.64,0.24,1.0
1_53,hard,2,visible,hard_e_vis_2b1a1,2,b,1.0,1.0,,,,1,True,,,1,0.00013317127776792557,0.3331297756182685,1.4645363830190965,1.0,,,,,explanation,a,,0.36,0.0,1.0
1_53,hard,3,visible,hard_e_vis_3a0b3,3,a,0.0,3.0,,,,2,False,,,1,0.00016638929572916768,0.33302810613769973,1.4639699399355393,0.0,,,,,explanation,b,,0.4,0.0,1.0
1_53,hard,4,hidden,hard_e_hid_1aa0,1,a,,0.0,,,,1,False,,,1,0.33316687107941334,0.0002774756484336578,1.4631819373744777,0.0,0.3332778147901399,0.00016655562958027982,1.4645447700752119,0.0,explanation,a,,-0.16,0.24,2.0
1_53,hard,5,visible,hard_e_vis_0b3b3,0,b,3.0,3.0,,,,1,False,,,1,0.33302810613769973,0.00016638929572916768,1.4639699399355393,0.0,,,,,explanation,b,,0.0,0.4,2.0
1_53,hard,6,hidden,hard_e_hid_0aa0,0,a,,0.0,,,,2,True,,,1,0.3330560750966637,0.0002497964115411741,1.463202187928009,1.0,0.3332778147901399,0.00016655562958027982,1.4645447700752119,1.0,explanation,a,,0.0,0.4,2.0
1_53,hard,7,visible,hard_e_vis_0a3a0,0,a,3.0,0.0,,,,2,True,,,1,0.33294498075406453,0.00016643083765002485,1.4637775437577536,1.0,,,,,explanation,a,,0.0,0.4,2.0
1_53,hard,8,hidden,hard_e_hid_1ba2,1,b,,2.0,,,,2,False,,,1,0.00047167369707993927,0.33316687014018165,1.461247201137762,0.0,0.00016655562958027982,0.00016655562958027982,0.0,,explanation,a,,0.24,0.0,1.0
1_53,hard,9,visible,hard_e_vis_3a2b1,3,a,2.0,1.0,,,,2,True,,,1,0.4441360320722066,0.00013317127776792557,1.692698261729905,1.0,,,,,explanation,b,,0.0,0.36,2.0
1_53,hard,10,hidden,hard_e_hid_3aa3,3,a,,3.0,,,,2,False,,,1,0.00035513915246320697,0.3331577504613003,1.4623866952135227,0.0,0.00019984012789768188,0.00011106175033318529,0.0008864059074662545,1.0,explanation,a,,0.4,0.0,1.0
1_53,hard,11,visible,hard_e_vis_3b2b0,3,b,2.0,0.0,,,,1,False,,,1,0.22210502120458125,0.00013317127776792557,1.1683766323546316,0.0,,,,,explanation,b,,0.0,0.24,2.0
1_53,hard,12,hidden,hard_e_hid_2ba1,2,b,,1.0,,,,2,False,,,1,0.00033297479205562295,0.3333147655617311,1.4629700025865144,0.0,0.00019984012789768188,0.49983344437041977,1.789485430844661,0.0,explanation,a,,0.36,0.0,1.0
1_53,hard,13,hidden,hard_e_hid_3ba2,3,b,,2.0,,,,1,False,,,1,0.6661838149274107,0.22216678788866473,0.8663527219699316,0.0,0.999400479616307,0.00011106175033318529,2.3962401044671835,0.0,explanation,a,,0.24,0.6,2.0
1_53,hard,14,visible,hard_e_vis_1b3a2,1,b,3.0,2.0,,,,1,True,,,1,0.00011099085175727839,0.3330835461235925,1.4646511775456383,1.0,,,,,explanation,a,,0.24,0.0,1.0
1_53,hard,15,visible,hard_e_vis_3b2a2,3,b,2.0,2.0,,,,1,False,,,1,0.6659895601173957,7.401033695587513e-05,2.035258524941945,0.0,,,,,explanation,a,,0.0,0.6,2.0
1_53,hard,16,hidden,hard_e_hid_3bb3,3,b,,3.0,,,,2,True,,,1,0.3331577504613003,0.00035513915246320697,1.4623866952135225,1.0,0.00011106175033318529,0.00019984012789768188,0.0008864059074662607,0.0,explanation,b,,-0.24,0.16,2.0
1_53,hard,17,visible,hard_e_vis_2b1b1,2,b,1.0,1.0,,,,1,True,,,1,9.988677945052355e-05,0.4441360320722066,1.6930307193065601,1.0,,,,,explanation,b,,0.36,0.0,1.0
1_53,hard,18,hidden,hard_e_hid_2ab1,2,a,,1.0,,,,1,False,,,1,0.3333147655617311,0.00033297479205562295,1.4629700025865147,0.0,0.49983344437041977,0.00019984012789768188,1.789485430844661,0.0,explanation,b,,0.24,0.6,2.0
1_53,hard,19,visible,hard_e_vis_1a0a3,1,a,0.0,3.0,,,,2,False,,,1,0.00016643083765002485,0.33294498075406453,1.4637775437577534,0.0,,,,,explanation,a,,0.4,0.0,1.0
1_54,hard,0,visible,hard_e_vis_1b3a2,1,b,3.0,2.0,,,,2,False,,,1,0.00011415767443155696,0.2854798328456238,1.348177765727256,0.0,,,,,explanation,a,,0.24,0.0,1.0
1_54,hard,1,hidden,hard_e_hid_3ba2,3,b,,2.0,,,,2,True,,,1,0.5710697435767629,0.24483247117823484,0.6658143630207981,1.0,0.999400479616307,0.00012493753123438286,2.3961015101986884,1.0,explanation,a,,0.24,0.6,2.0
1_54,hard,2,visible,hard_e_vis_3b2b0,3,b,2.0,0.0,,,,1,False,,,1,0.2855511314873688,0.00011415767443155697,1.3483627093812633,0.0,,,,,explanation,b,,0.0,0.24,2.0
1_54,hard,3,visible,hard_e_vis_3a0b3,3,a,0.0,3.0,,,,2,False,,,1,0.00014266858213174603,0.4282125698641544,1.662902942066419,0.0,,,,,explanation,b,,0.4,0.0,1.0
1_54,hard,4,hidden,hard_e_hid_2ba1,2,b,,1.0,,,,1,True,,,1,0.00031963695426098576,0.25000000222863894,1.2495717028499203,1.0,0.00019984012789768188,0.0002497502497502498,0.0004979817897353714,1.0,explanation,a,,0.36,0.0,1.0
1_54,hard,5,hidden,hard_e_hid_3aa3,3,a,,3.0,,,,2,False,,,1,0.00031805113042456727,0.42835231200167734,1.6614176686027786,0.0,0.00019984012789768188,0.00012493753123438286,0.0007478116389712581,1.0,explanation,a,,0.4,0.0,1.0
1_54,hard,6,visible,hard_e_vis_2b1a1,2,b,1.0,1.0,,,,2,False,,,1,0.00011984816623120368,0.24981268731268735,1.2510298820728414,0.0,,,,,explanation,a,,0.36,0.0,1.0
1_54,hard,7,hidden,hard_e_hid_2ab1,2,a,,1.0,,,,2,True,,,1,0.25000000222863894,0.00031963695426098576,1.2495717028499205,1.0,0.0002497502497502498,0.00019984012789768188,0.0004979817897352902,1.0,explanation,b,,0.24,0.6,2.0
1_54,hard,8,visible,hard_e_vis_1a0a3,1,a,0.0,3.0,,,,2,False,,,1,0.0002496005193846921,0.3995804854617804,1.606105635829153,0.0,,,,,explanation,a,,0.4,0.0,1.0
1_54,hard,9,visible,hard_e_vis_3a2b1,3,a,2.0,1.0,,,,2,True,,,1,0.2855511314873688,0.00011415767443155697,1.3483627093812633,1.0,,,,,explanation,b,,0.0,0.36,2.0
1_54,hard,10,hidden,hard_e_hid_1bb2,1,b,,2.0,,,,2,False,,,1,0.0003638330714703227,0.2858293534289573,1.3465932681641493,0.0,0.0002497502497502498,0.00019984012789768185,0.0004979817897352902,1.0,explanation,b,,0.24,0.0,1.0
1_54,hard,11,hidden,hard_e_hid_1aa0,1,a,,0.0,,,,1,False,,,1,0.4139679902923106,0.00034957405820870095,1.6335011571486668,0.0,0.39988009592326135,0.0002497502497502498,1.6067036866008777,0.0,explanation,a,,-0.16,0.24,2.0
1_54,hard,12,visible,hard_e_vis_0b3b3,0,b,3.0,3.0,,,,2,True,,,1,0.4282125698641544,0.00014266858213174603,1.662902942066419,1.0,,,,,explanation,b,,0.0,0.4,2.0
1_54,hard,13,hidden,hard_e_hid_3bb3,3,b,,3.0,,,,1,False,,,1,0.42835231200167734,0.00031805113042456727,1.6614176686027786,0.0,0.00012493753123438286,0.00019984012789768188,0.0007478116389711001,1.0,explanation,b,,-0.24,0.16,2.0
1_54,hard,14,visible,hard_e_vis_3b2a2,3,b,2.0,2.0,,,,2,True,,,1,0.5709025298322163,7.136994038674554e-05,1.902740234535801,1.0,,,,,explanation,a,,0.0,0.6,2.0
1_54,hard,15,hidden,hard_e_hid_0aa0,0,a,,0.0,,,,2,True,,,1,0.4282483849514405,0.0002426848766283871,1.6619725044223759,1.0,0.42846944603083953,0.00014277555682467162,1.6633880677375703,1.0,explanation,a,,0.0,0.4,2.0
1_54,hard,16,visible,hard_e_vis_0a3a0,0,a,3.0,0.0,,,,2,True,,,1,0.42814841497736983,0.00014268995996806212,1.6627812646465365,1.0,,,,,explanation,a,,0.0,0.4,2.0
1_54,hard,17,hidden,hard_e_hid_1ba2,1,b,,2.0,,,,2,False,,,1,0.0005136382498433298,0.2856047391736785,1.3445194307783157,0.0,0.00019984012789768185,0.0002497502497502498,0.0004979817897353714,0.0,explanation,a,,0.24,0.0,1.0
1_54,hard,18,visible,hard_e_vis_2b1b1,2,b,1.0,1.0,,,,1,True,,,1,9.987015382698838e-05,0.2997851843462761,1.3847589745607378,1.0,,,,,explanation,b,,0.36,0.0,1.0
1_54,hard,19,hidden,hard_e_hid_2bb3,2,b,,3.0,,,,2,False,,,1,0.0005100485688918839,0.49967531508149027,1.78613065895437,0.0,0.00012493753123438286,0.999400479616307,2.396101510198688,0.0,explanation,b,,0.64,0.24,1.0
1_55,hard,0,visible,hard_e_vis_0a3a0,0,a,3.0,0.0,,,,1,False,,,1,0.00033189479100906636,0.00014268995996806212,0.0018875698129298154,0.0,,,,,explanation,a,,0.0,0.4,2.0
1_55,hard,1,visible,hard_e_vis_3a0b3,3,a,0.0,3.0,,,,2,False,,,1,0.00014234893663495648,0.0003326899066632181,0.0018989000158933869,0.0,,,,,explanation,b,,0.4,0.0,1.0
1_55,hard,2,visible,hard_e_vis_1a0a3,1,a,0.0,3.0,,,,1,True,,,1,0.0004987028341398738,0.4271891588415044,1.6574145990298135,1.0,,,,,explanation,a,,0.4,0.0,1.0
1_55,hard,3,visible,hard_e_vis_3a2b1,3,a,2.0,1.0,,,,2,True,,,1,0.32632085328739285,7.682261854490333e-05,1.449254122266239,1.0,,,,,explanation,b,,0.0,0.36,2.0
1_55,hard,4,visible,hard_e_vis_2b1a1,2,b,1.0,1.0,,,,1,True,,,1,4.392840686369664e-05,0.28533744903112107,1.3485100677840558,1.0,,,,,explanation,a,,0.36,0.0,1.0
1_55,hard,5,hidden,hard_e_hid_1ba2,1,b,,2.0,,,,2,False,,,1,0.0004525608023968709,0.2855872692853611,1.3450819626124835,0.0,0.00014277555682467162,0.0004990019960079841,0.0035508737793712285,0.0,explanation,a,,0.24,0.0,1.0
1_55,hard,6,hidden,hard_e_hid_3bb3,3,b,,3.0,,,,2,True,,,1,0.0007834393616034976,0.0003292717230731562,0.0045165559962691525,1.0,0.00014277555682467162,7.689941556444171e-05,0.000658038663247565,1.0,explanation,b,,-0.24,0.16,2.0
1_55,hard,7,hidden,hard_e_hid_1bb2,1,b,,2.0,,,,1,True,,,1,0.0007933950013051792,0.49957246525136906,1.7831440156020506,1.0,0.0004990019960079841,0.00014277555682467162,0.003550873779371385,0.0,explanation,b,,0.24,0.0,1.0
1_55,hard,8,hidden,hard_e_hid_2bb3,2,b,,3.0,,,,1,True,,,1,0.0002907726399956646,0.42829418819535825,1.6615796100259121,1.0,0.00014277555682467162,0.00014277555682467162,0.0,,explanation,b,,0.64,0.24,1.0
1_55,hard,9,hidden,hard_e_hid_2ab1,2,a,,1.0,,,,1,False,,,1,0.28584579163579177,0.00012085104846335034,1.3490598192960768,0.0,0.49950099800399206,7.689941556444171e-05,1.790158754574218,0.0,explanation,b,,0.24,0.6,2.0
1_55,hard,10,hidden,hard_e_hid_3aa3,3,a,,3.0,,,,2,False,,,1,0.0003292717230731562,0.0007834393616034976,0.004516555996269267,0.0,7.689941556444171e-05,0.00014277555682467162,0.0006580386632475806,0.0,explanation,a,,0.4,0.0,1.0
1_55,hard,11,hidden,hard_e_hid_3ba2,3,b,,2.0,,,,1,False,,,1,0.9991035347899189,0.2448428031967699,1.1591614878597256,0.0,0.9997693017533067,0.00014277555682467162,2.396258787829672,0.0,explanation,a,,0.24,0.6,2.0
1_55,hard,12,visible,hard_e_vis_3b2a2,3,b,2.0,2.0,,,,2,True,,,1,0.9987708637022882,8.155982336600672e-05,2.395961985596871,1.0,,,,,explanation,a,,0.0,0.6,2.0
1_55,hard,13,visible,hard_e_vis_1b3a2,1,b,3.0,2.0,,,,2,False,,,1,0.00014263297138177082,0.28533744903112107,1.347523941923886,0.0,,,,,explanation,a,,0.24,0.0,1.0
1_55,hard,14,hidden,hard_e_hid_1aa0,1,a,,0.0,,,,1,False,,,1,0.2141873326280374,0.0007730101416785842,1.1371188454859036,0.0,0.42846944603083953,0.0004990019960079841,1.659837193958199,0.0,explanation,a,,-0.16,0.24,2.0
1_55,hard,15,visible,hard_e_vis_0b3b3,0,b,3.0,3.0,,,,2,True,,,1,0.4282125698641544,0.00033189479100906636,1.6610151587797086,1.0,,,,,explanation,b,,0.0,0.4,2.0
1_55,hard,16,visible,hard_e_vis_2b1b1,2,b,1.0,1.0,,,,1,True,,,1,3.8411334820362355e-05,0.32632085328739285,1.449638013921436,1.0,,,,,explanation,b,,0.36,0.0,1.0
1_55,hard,17,hidden,hard_e_hid_2ba1,2,b,,1.0,,,,2,False,,,1,0.00012085104846335034,0.28584579163579177,1.3490598192960768,0.0,7.689941556444171e-05,0.49950099800399206,1.790158754574218,0.0,explanation,a,,0.36,0.0,1.0
