participant_id,fsm_type,trial_number,trial_type,trial_id,state_1,response_1,state_2,state_3,option_1,option_2,control_correct,response,response_correct,option_1_p,option_2_p,experiment,option_1_p_mm,option_2_p_mm,R_i_mm_eps_0.1,response_correct_mm,option_1_p_mm_an,option_2_p_mm_an,R_i_mm_an_eps_0.1,response_correct_mm_an,task,response_2,prediction_correct,explanation_1_decrease,explanation_2_decrease,explanation_correct
1_1,hard,0,hidden,hard_c_hid_13-ab-ba,1,,,3.0,ab,ba,ab,ba,False,0.64,0.0,1,0.6991083289696123,0.00034961343859741915,2.0748362941605567,0.0,0.49983344437041977,0.00019984012789768185,1.789485430844661,0.0,control,,,,,
1_1,hard,1,hidden,hard_c_hid_21-ba-ab,2,,,1.0,ba,ab,ab,ab,True,0.36,0.6,1,0.4282697045856112,0.7138154668919463,0.432126683722809,1.0,0.5997202238209431,0.7140205596801827,0.15130504838176764,1.0,control,,,,,
1_1,hard,2,hidden,hard_c_hid_31-ba-bb,3,,,1.0,ba,bb,bb,bb,True,0.0,0.36,1,0.0002386863659573195,0.47595434202890863,1.7484741846299001,1.0,0.00012493753123438283,0.7140205596801827,2.0955668417953777,1.0,control,,,,,
1_1,hard,3,visible,hard_c_vis_0b3,0,b,3.0,3.0,a,b,b,b,True,0.0,0.4,1,0.00016655562958027982,0.3332778147901399,1.4645447700752117,1.0,,,,,control,,,,,
1_1,hard,4,visible,hard_c_vis_1a0,1,a,1.0,0.0,a,b,a,b,False,0.4,0.0,1,0.39988009592326135,0.00016655562958027982,1.6075339047269281,0.0,,,,,control,,,,,
1_1,hard,5,visible,hard_c_vis_3a2,3,a,2.0,2.0,a,b,a,a,True,1.0,0.0,1,0.9996251874062968,0.00014277555682467162,2.3961277387178126,1.0,,,,,control,,,,,
1_1,hard,6,visible,hard_c_vis_3b1,3,b,2.0,1.0,a,b,b,a,False,0.0,0.6,1,0.00012493753123438283,0.7140205596801827,2.0955668417953777,0.0,,,,,control,,,,,
1_1,hard,7,hidden,hard_c_hid_12-ab-ba,1,,,2.0,ab,ba,ba,ba,True,0.0,0.24,1,0.0004326275555335571,0.3333499593899741,1.4620584917513062,1.0,0.00016655562958027982,0.00019984012789768185,0.00033223633631522526,1.0,control,,,,,
1_1,hard,8,visible,hard_c_vis_2a2,2,a,2.0,2.0,a,b,a,a,True,1.0,0.0,1,0.9996251874062968,0.00014277555682467162,2.3961277387178126,1.0,,,,,control,,,,,
1_1,hard,9,hidden,hard_c_hid_03-aa-ab,0,,,3.0,aa,ab,ab,ab,True,0.0,0.4,1,0.00036624099936179426,0.33337746422450615,1.4627831844258983,1.0,0.00016655562958027982,0.3332778147901399,1.4645447700752117,1.0,control,,,,,
1_1,hard,10,hidden,hard_c_hid_00-aa-bb,0,,,0.0,aa,bb,aa,aa,True,0.4,0.0,1,0.3331579849398625,0.0003092002303502475,1.4628451048664286,1.0,0.3332778147901399,0.00016655562958027982,1.4645447700752119,1.0,control,,,,,
1_1,hard,11,visible,hard_c_vis_2a0,2,a,2.0,0.0,a,b,b,b,True,0.0,0.4,1,0.00012493753123438283,0.2856938892061679,1.348625240222501,1.0,,,,,control,,,,,
1_1,hard,12,hidden,hard_c_hid_23-ba-ab,2,,,3.0,ba,ab,ba,ba,True,0.4,0.0,1,0.2856653414741587,0.0003715594057129853,1.3460911081343407,1.0,0.00019984012789768185,0.00014277555682467162,0.0005696698370561387,1.0,control,,,,,
1_1,hard,13,visible,hard_c_vis_2a1,2,a,2.0,1.0,a,b,b,b,True,0.0,0.6,1,0.00012493753123438283,0.7140205596801827,2.0955668417953777,1.0,,,,,control,,,,,
1_1,hard,14,hidden,hard_c_hid_10-aa-bb,1,,,0.0,aa,bb,aa,bb,False,0.24,0.0,1,0.2399627199668169,0.00021416718520036898,1.2215263967119698,0.0,0.39988009592326135,0.00016655562958027982,1.6075339047269281,0.0,control,,,,,
1_1,hard,15,visible,hard_c_vis_1b3,1,b,1.0,3.0,a,b,b,a,False,0.0,0.4,1,0.00019984012789768185,0.49983344437041977,1.789485430844661,0.0,,,,,control,,,,,
1_1,hard,16,visible,hard_c_vis_0a0,0,a,3.0,0.0,a,b,a,a,True,0.4,0.0,1,0.3332778147901399,0.00016655562958027982,1.4645447700752119,1.0,,,,,control,,,,,
1_1,hard,17,hidden,hard_c_hid_13-aa-ba,1,,,3.0,aa,ba,aa,ba,False,0.4,0.0,1,0.399760266072984,0.00034961343859741915,1.605468292483331,0.0,0.00019984012789768185,0.00019984012789768185,0.0,,control,,,,,
1_1,hard,18,hidden,hard_c_hid_33-aa-ba,3,,,3.0,aa,ba,aa,aa,True,0.4,0.0,1,0.33316132597775755,0.0003052553625921236,1.4628921458967779,1.0,0.00012493753123438283,0.00012493753123438283,0.0,,control,,,,,
1_1,hard,19,visible,hard_c_vis_2b0,2,b,1.0,0.0,a,b,a,b,False,0.4,0.0,1,0.39988009592326135,0.00016655562958027982,1.6075339047269281,0.0,,,,,control,,,,,
1_2,easy,1,visible,easy_p_vis_2a3a03,2,a,3.0,,0,3,,0,True,0.4,0.0,1,0.49983344437041966,0.00016655562958027982,1.7898176671809762,1.0,,,,,prediction,a,0.0,,,
1_2,easy,2,visible,easy_p_vis_1a0a20,1,a,0.0,,2,0,,2,True,1.0,0.0,1,0.9997857754927164,7.140816909454442e-05,2.396986677424215,1.0,,,,,prediction,a,2.0,,,
1_2,easy,3,visible,easy_p_vis_3b3b13,3,b,3.0,,1,3,,3,True,0.0,1.0,1,0.25,0.25,0.0,0.0,,,,,prediction,b,3.0,,,
1_2,easy,4,hidden,easy_p_hid_0ba30,0,b,,,3,0,,3,False,0.4,0.6,1,0.10015869140625,0.52490234375,1.1384848785694277,0.0,7.140636444091797e-05,7.140636444091797e-05,0.0,,prediction,a,0.0,,,
1_2,easy,5,hidden,easy_p_hid_1ba21,1,b,,,2,1,,2,True,1.0,0.0,1,0.25,0.1251220703125,0.44129036467557037,1.0,1.0,7.140636444091797e-05,2.3971814639761067,1.0,prediction,a,2.0,,,
1_2,easy,6,hidden,easy_p_hid_0aa10,0,a,,,1,0,,0,True,0.0,0.6,1,0.0001023411750793457,0.60009765625,1.945026759831408,1.0,6.663799285888672e-05,0.60009765625,1.945383490257346,1.0,prediction,a,0.0,,,
1_2,easy,7,hidden,easy_p_hid_2ab13,2,a,,,1,3,,3,True,0.0,0.4,1,0.25,0.25,0.0,,0.25,0.25,0.0,,prediction,b,3.0,,,
1_2,easy,8,hidden,easy_p_hid_2aa31,2,a,,,3,1,,3,False,0.0,0.24,1,0.0001361370086669922,0.199951171875,1.0970890707419512,0.0,7.140636444091797e-05,7.140636444091797e-05,0.0,,prediction,a,1.0,,,
1_2,easy,9,visible,easy_p_vis_1b0b21,1,b,0.0,,2,1,,2,True,1.0,0.0,1,0.25,0.25,0.0,1.0,,,,,prediction,b,2.0,,,
1_2,easy,10,visible,easy_p_vis_3b3a13,3,b,3.0,,1,3,,1,True,0.6,0.0,1,0.49983344437041966,0.00016655562958027982,1.7898176671809762,1.0,,,,,prediction,a,1.0,,,
1_2,easy,11,hidden,easy_p_hid_3ab21,3,a,,,2,1,,2,True,0.4,0.0,1,0.250244140625,0.25,0.0006973014716680862,1.0,0.25,0.25,0.0,,prediction,b,2.0,,,
1_2,easy,12,hidden,easy_p_hid_2ab03,2,a,,,0,3,,3,True,0.0,0.4,1,0.25,0.25,0.0,,0.25,0.25,0.0,,prediction,b,3.0,,,
1_2,easy,13,visible,easy_p_vis_0b2b23,0,b,2.0,,2,3,,2,True,1.0,0.0,1,0.999571673329526,0.00014277555682467162,2.3960790717905933,1.0,,,,,prediction,b,2.0,,,
1_2,easy,14,visible,easy_p_vis_3a1b30,3,a,1.0,,3,0,,3,False,0.0,1.0,1,0.25,0.25,0.0,0.0,,,,,prediction,b,0.0,,,
1_2,easy,15,visible,easy_p_vis_2a3a31,2,a,3.0,,3,1,,1,True,0.0,0.6,1,0.00016655562958027982,0.49983344437041966,1.7898176671809762,1.0,,,,,prediction,a,1.0,,,
1_2,easy,16,hidden,easy_p_hid_2ba13,2,b,,,1,3,,3,True,0.0,0.4,1,0.0001380443572998047,0.39990234375,1.607863089221399,1.0,6.663799285888672e-05,0.39990234375,1.6085764228620572,1.0,prediction,a,3.0,,,
1_2,easy,17,visible,easy_p_vis_2b2a13,2,b,2.0,,1,3,,3,True,0.0,0.4,1,6.664889362836578e-05,0.39996001066382303,1.608691663632112,1.0,,,,,prediction,a,3.0,,,
1_2,easy,18,hidden,easy_p_hid_3aa21,3,a,,,2,1,,1,False,0.4,0.0,1,0.5,0.0002853870391845703,1.7889096633930066,0.0,1.0,7.140636444091797e-05,2.3971814639761067,0.0,prediction,a,2.0,,,
1_2,easy,19,visible,easy_p_vis_3a1a01,3,a,1.0,,0,1,,0,True,1.0,0.0,1,0.9990013315579229,0.0003328894806924102,2.3936636137210456,1.0,,,,,prediction,a,0.0,,,
1_2,easy,20,hidden,easy_p_hid_3ba31,3,b,,,3,1,,1,True,0.0,0.6,1,0.10015869140625,0.1251220703125,0.11753228084921818,1.0,7.140636444091797e-05,7.140636444091797e-05,0.0,,prediction,a,1.0,,,
1_3,easy,1,visible,easy_p_vis_3b3a13,3,b,3.0,,1,3,,1,True,0.6,0.0,1,0.5997202238209431,0.00019984012789768185,1.9435139817746387,1.0,,,,,prediction,a,1.0,,,
1_3,easy,2,hidden,easy_p_hid_2ba13,2,b,,,1,3,,3,True,0.0,0.4,1,0.0001499652862548828,0.41650390625,1.6404141359603757,1.0,8.33272933959961e-05,0.41650390625,1.6410797395117191,1.0,prediction,a,3.0,,,
1_3,easy,3,visible,easy_p_vis_3b3b13,3,b,3.0,,1,3,,1,False,0.0,1.0,1,0.0002497502497502498,0.9992507492507492,2.3947195147531968,0.0,,,,,prediction,b,3.0,,,
1_3,easy,4,visible,easy_p_vis_2a3a03,2,a,3.0,,0,3,,0,True,0.4,0.0,1,0.39988009592326135,0.00019984012789768185,1.607201668390613,1.0,,,,,prediction,a,0.0,,,
1_3,easy,5,visible,easy_p_vis_3a1a01,3,a,1.0,,0,1,,0,True,1.0,0.0,1,0.9990013315579229,0.0003328894806924102,2.3936636137210456,1.0,,,,,prediction,a,0.0,,,
1_3,easy,6,hidden,easy_p_hid_3aa21,3,a,,,2,1,,2,True,0.4,0.0,1,0.39990234375,0.0003638267517089844,1.6056109158267429,1.0,0.00033283233642578125,0.00033283233642578125,0.0,,prediction,a,2.0,,,
1_3,easy,7,hidden,easy_p_hid_2ab03,2,a,,,0,3,,3,True,0.0,0.4,1,0.0003190040588378906,0.41650390625,1.63872770226245,1.0,0.00033283233642578125,0.00033283233642578125,0.0,,prediction,b,3.0,,,
1_3,easy,8,visible,easy_p_vis_1b0b21,1,b,0.0,,2,1,,2,True,1.0,0.0,1,0.9990013315579229,0.0003328894806924102,2.3936636137210456,1.0,,,,,prediction,b,2.0,,,
1_3,easy,9,visible,easy_p_vis_1a0a20,1,a,0.0,,2,0,,2,True,1.0,0.0,1,0.9996668147490004,0.00011106175033318526,2.3964823300095106,1.0,,,,,prediction,a,2.0,,,
1_3,easy,10,hidden,easy_p_hid_3ba31,3,b,,,3,1,,1,True,0.0,0.6,1,0.0003037452697753906,0.59912109375,1.9416209308383523,1.0,0.00019979476928710938,0.599609375,1.943356003131281,1.0,prediction,a,1.0,,,
1_3,easy,11,hidden,easy_p_hid_2aa31,2,a,,,3,1,,3,False,0.0,0.24,1,0.00018274784088134766,0.2498779296875,1.2505883247369698,0.0,0.00011104345321655273,0.00011104345321655273,0.0,,prediction,a,1.0,,,
1_3,easy,12,visible,easy_p_vis_2a3a31,2,a,3.0,,3,1,,1,True,0.0,0.6,1,0.00019984012789768185,0.5997202238209431,1.9435139817746385,1.0,,,,,prediction,a,1.0,,,
1_3,easy,13,hidden,easy_p_hid_0aa10,0,a,,,1,0,,0,True,0.0,0.6,1,0.0001499652862548828,0.5830078125,1.9198375825177172,1.0,8.33272933959961e-05,0.5830078125,1.9205031860690605,1.0,prediction,a,0.0,,,
1_3,easy,14,visible,easy_p_vis_0b2b23,0,b,2.0,,2,3,,2,True,1.0,0.0,1,0.9996668147490004,0.00011106175033318526,2.3964823300095106,1.0,,,,,prediction,b,2.0,,,
1_3,easy,15,hidden,easy_p_hid_2ab13,2,a,,,1,3,,1,False,0.0,0.4,1,0.0003190040588378906,0.41650390625,1.63872770226245,0.0,0.00033283233642578125,0.00033283233642578125,0.0,,prediction,b,3.0,,,
1_3,easy,16,hidden,easy_p_hid_0ba30,0,b,,,3,0,,0,True,0.4,0.6,1,0.416259765625,0.5830078125,0.27989623745074,1.0,0.41650390625,0.5830078125,0.2794234465573413,1.0,prediction,a,0.0,,,
1_3,easy,17,visible,easy_p_vis_3a1b30,3,a,1.0,,3,0,,0,True,0.0,1.0,1,0.25,0.25,0.0,0.0,,,,,prediction,b,0.0,,,
1_3,easy,18,hidden,easy_p_hid_1ba21,1,b,,,2,1,,2,True,1.0,0.0,1,0.25,0.1500244140625,0.33637458513927415,1.0,0.99951171875,0.00011104345321655273,2.396341463747904,1.0,prediction,a,2.0,,,
1_3,easy,19,hidden,easy_p_hid_3ab21,3,a,,,2,1,,2,True,0.4,0.0,1,0.5498046875,0.1500244140625,0.9551132676228751,1.0,0.25,0.25,0.0,,prediction,b,2.0,,,
1_3,easy,20,visible,easy_p_vis_2b2a13,2,b,2.0,,1,3,,1,False,0.0,0.4,1,8.330556481172943e-05,0.4166111296234588,1.641287529578295,0.0,,,,,prediction,a,3.0,,,
1_4,hard,1,hidden,hard_p_hid_1aa32,1,a,,,3,2,,2,False,0.4,0.0,1,0.333251953125,0.0008597373962402344,1.4575886236650808,0.0,0.00033283233642578125,0.00033283233642578125,0.0,,prediction,a,3.0,,,
1_4,hard,2,hidden,hard_p_hid_3ab23,3,a,,,2,3,,2,False,0.0,0.4,1,0.0003495216369628906,0.3330078125,1.4620964622799695,0.0,0.00012493133544921875,0.00012493133544921875,0.0,,prediction,b,3.0,,,
1_4,hard,3,visible,hard_p_vis_3a0b30,3,a,0.0,,3,0,,0,False,1.0,0.0,1,0.998502994011976,0.000499001996007984,2.3915558203048293,0.0,,,,,prediction,b,3.0,,,
1_4,hard,4,visible,hard_p_vis_0a3b21,0,a,3.0,,2,1,,1,False,0.6,0.0,1,0.5997202238209433,0.00019984012789768188,1.943513981774639,0.0,,,,,prediction,b,2.0,,,
1_4,hard,5,visible,hard_p_vis_0b3a21,0,b,3.0,,2,1,,2,True,0.6,0.0,1,0.6663890739506995,0.00016655562958027982,2.03485561344444,1.0,,,,,prediction,a,2.0,,,
1_4,hard,6,visible,hard_p_vis_0a3a30,0,a,3.0,,3,0,,3,False,0.0,0.4,1,0.00016655562958027982,0.3332778147901399,1.4645447700752117,0.0,,,,,prediction,a,0.0,,,
1_4,hard,7,visible,hard_p_vis_2a2b03,2,a,2.0,,0,3,,3,False,0.4,0.0,1,0.3749375312343829,0.00012493753123438286,1.556764500714693,0.0,,,,,prediction,b,0.0,,,
1_4,hard,8,hidden,hard_p_hid_1ba32,1,b,,,3,2,,3,False,0.0,0.24,1,0.00040411949157714844,0.285888671875,1.3463456758251782,0.0,0.00033283233642578125,0.00033283233642578125,0.0,,prediction,a,2.0,,,
1_4,hard,9,hidden,hard_p_hid_2aa23,2,a,,,2,3,,2,True,1.0,0.0,1,0.99951171875,0.00019991397857666016,2.3954541380386116,1.0,0.99951171875,9.995698928833008e-05,2.3964522115481257,1.0,prediction,a,2.0,,,
1_4,hard,10,hidden,hard_p_hid_0aa10,0,a,,,1,0,,1,False,0.0,0.4,1,0.00033283233642578125,0.3330078125,1.4622627878212555,0.0,0.0001665353775024414,0.333251953125,1.4644852820648673,0.0,prediction,a,0.0,,,
1_4,hard,11,visible,hard_p_vis_2b1a31,2,b,1.0,,3,1,,1,True,0.0,0.6,1,0.0003328894806924102,0.6661118508655127,2.032834626196963,1.0,,,,,prediction,a,1.0,,,
1_4,hard,12,hidden,hard_p_hid_3aa03,3,a,,,0,3,,0,False,0.0,0.4,1,0.0002608299255371094,0.3330078125,1.4629806810305332,0.0,9.995698928833008e-05,9.995698928833008e-05,0.0,,prediction,a,3.0,,,
1_4,hard,13,hidden,hard_p_hid_2bb13,2,b,,,1,3,,1,False,0.36,0.64,1,0.357177734375,0.64208984375,0.4843980882908411,0.0,0.5712890625,0.428466796875,0.23921985967457812,1.0,prediction,b,3.0,,,
1_4,hard,14,visible,hard_p_vis_1a0a30,1,a,0.0,,3,0,,3,True,1.0,0.0,1,0.9992507492507492,0.0002497502497502498,2.3947195147531968,1.0,,,,,prediction,a,3.0,,,
1_4,hard,15,hidden,hard_p_hid_2ab12,2,a,,,1,2,,2,False,0.6,0.0,1,0.62451171875,0.00018489360809326172,1.9784805216874706,0.0,0.625,0.00012493133544921875,1.979752935254659,0.0,prediction,b,1.0,,,
1_4,hard,16,visible,hard_p_vis_2b1b10,2,b,1.0,,1,0,,0,False,0.6,0.0,1,0.571245002855511,0.00014277555682467162,1.90253727797734,0.0,,,,,prediction,b,1.0,,,
1_4,hard,17,visible,hard_p_vis_3b2a12,3,b,2.0,,1,2,,2,True,0.0,1.0,1,9.996001599360256e-05,0.9997001199520191,2.3966235165134493,1.0,,,,,prediction,a,2.0,,,
1_4,hard,18,hidden,hard_p_hid_3bb13,3,b,,,1,3,,1,True,0.36,0.16,1,0.375,0.1602783203125,0.6015632828154185,1.0,0.625,0.00012493133544921875,1.979752935254659,1.0,prediction,b,1.0,,,
1_4,hard,19,visible,hard_p_vis_1b3b30,1,b,3.0,,3,0,,0,False,0.4,0.0,1,0.3998800959232614,0.00019984012789768188,1.6072016683906132,0.0,,,,,prediction,b,3.0,,,
1_4,hard,20,hidden,hard_p_hid_1ba30,1,b,,,3,0,,3,False,0.0,0.4,1,0.00040411949157714844,0.333251953125,1.4621161994555407,0.0,0.00033283233642578125,0.333251953125,1.4628264539203912,0.0,prediction,a,0.0,,,
1_5,hard,0,visible,hard_e_vis_0a3a0,0,a,3.0,0.0,,,,2,True,,,1,0.39948074829084795,0.00016643083765002485,1.6067359444474252,1.0,,,,,explanation,a,,0.0,0.4,2.0
1_5,hard,1,visible,hard_e_vis_3b2b0,3,b,2.0,0.0,,,,2,True,,,1,0.22485762015075597,6.0558803521510313e-05,1.1776114037667726,1.0,,,,,explanation,b,,0.0,0.24,2.0
1_5,hard,2,hidden,hard_e_hid_2ab1,2,a,,1.0,,,,2,True,,,1,0.4165711818226311,9.093747403111891e-05,1.6411339472925772,1.0,0.6663890739506995,9.087604507451837e-05,2.0356114364616,1.0,explanation,b,,0.24,0.6,2.0
1_5,hard,3,visible,hard_e_vis_1a0a3,1,a,0.0,3.0,,,,1,True,,,1,0.00016643083765002485,0.9975058205825367,2.3939623374891656,1.0,,,,,explanation,a,,0.4,0.0,1.0
1_5,hard,4,visible,hard_e_vis_2b1b1,2,b,1.0,1.0,,,,2,False,,,1,6.0558803521510313e-05,0.0003117827313887967,0.0025075722286064905,0.0,,,,,explanation,b,,0.36,0.0,1.0
1_5,hard,5,hidden,hard_e_hid_2ba1,2,b,,1.0,,,,1,True,,,1,9.093747403111891e-05,0.4165711818226311,1.6411339472925774,1.0,9.087604507451837e-05,0.6663890739506995,2.0356114364616,1.0,explanation,a,,0.36,0.0,1.0
1_5,hard,6,hidden,hard_e_hid_2bb3,2,b,,3.0,,,,2,False,,,1,0.00027626269922279614,0.374968428060933,1.5553193306453927,0.0,0.00012493753123438286,0.0004990019960079841,0.0037290155812863476,0.0,explanation,b,,0.64,0.24,1.0
1_5,hard,7,hidden,hard_e_hid_3bb3,3,b,,3.0,,,,2,True,,,1,0.39968888041730977,0.0002936750338962636,1.605883033085782,1.0,0.00012493753123438286,9.087604507451837e-05,0.00034024771450411056,1.0,explanation,b,,-0.24,0.16,2.0
1_5,hard,8,visible,hard_e_vis_3a0b3,3,a,0.0,3.0,,,,2,False,,,1,0.00016638929572916768,0.3995804854617804,1.6069360209547485,0.0,,,,,explanation,b,,0.4,0.0,1.0
1_5,hard,9,visible,hard_e_vis_0b3b3,0,b,3.0,3.0,,,,2,True,,,1,0.33302810613769973,0.00019964055386848973,1.4636380347870512,1.0,,,,,explanation,b,,0.0,0.4,2.0
1_5,hard,10,visible,hard_e_vis_2b1a1,2,b,1.0,1.0,,,,2,False,,,1,4.5347327881496194e-08,0.4163682857105758,1.6416496034319834,0.0,,,,,explanation,a,,0.36,0.0,1.0
1_5,hard,11,hidden,hard_e_hid_3ba2,3,b,,2.0,,,,2,True,,,1,0.599776541255348,0.22217603455744983,0.7756629699661812,1.0,0.9997273718647764,0.00012493753123438286,2.3963988028282706,1.0,explanation,a,,0.24,0.6,2.0
1_5,hard,12,hidden,hard_e_hid_1ba2,1,b,,2.0,,,,2,False,,,1,0.0010477529178802283,0.22220376147173757,1.1595909387396985,0.0,0.0002497502497502498,0.00016655562958027982,0.0008302181260506215,1.0,explanation,a,,0.24,0.0,1.0
1_5,hard,13,visible,hard_e_vis_3b2a2,3,b,2.0,2.0,,,,1,False,,,1,0.599556723214667,8.325700574096698e-05,1.9444444722525434,0.0,,,,,explanation,a,,0.0,0.6,2.0
1_5,hard,14,hidden,hard_e_hid_0aa0,0,a,,0.0,,,,2,True,,,1,0.3998132528249048,0.0002601963162575812,1.6064657644005844,1.0,0.39988009592326135,0.00016655562958027982,1.6075339047269281,1.0,explanation,a,,0.0,0.4,2.0
1_5,hard,15,hidden,hard_e_hid_1aa0,1,a,,0.0,,,,2,True,,,1,0.7986627067972446,0.0005196519427939402,2.1905545268688087,1.0,0.9985029940119762,0.00033288948069241014,2.3932100650761665,1.0,explanation,a,,-0.16,0.24,2.0
1_5,hard,16,visible,hard_e_vis_1b3a2,1,b,3.0,2.0,,,,2,False,,,1,0.0002992615887330056,0.22209269436631407,1.1666810419062266,0.0,,,,,explanation,a,,0.24,0.0,1.0
1_5,hard,17,hidden,hard_e_hid_3aa3,3,a,,3.0,,,,1,True,,,1,0.0002936750338962636,0.39968888041730977,1.605883033085782,1.0,9.087604507451837e-05,0.00012493753123438286,0.0003402477145042285,1.0,explanation,a,,0.4,0.0,1.0
1_5,hard,18,visible,hard_e_vis_3a2b1,3,a,2.0,1.0,,,,2,True,,,1,0.4163682857105758,5.450020209205227e-05,1.6411052033439022,1.0,,,,,explanation,b,,0.0,0.36,2.0
1_5,hard,19,hidden,hard_e_hid_1bb2,1,b,,2.0,,,,2,False,,,1,0.0006650660768348438,0.2003725269776565,1.0932246322249608,0.0,0.00033288948069241014,0.0004990019960079841,0.0016542447713368488,0.0,explanation,b,,0.24,0.0,1.0
1_6,hard,0,hidden,hard_c_hid_12-ab-ba,1,,,2.0,ab,ba,ba,ba,True,0.0,0.24,1,0.0007225861631544742,0.5705341776634225,1.8957046086553981,1.0,0.0002497502497502498,0.571245002855511,1.9014696263505486,1.0,control,,,,,
1_6,hard,1,hidden,hard_c_hid_31-ba-bb,3,,,1.0,ba,bb,bb,ba,False,0.0,0.36,1,0.00021696786205061683,0.34266734201268945,1.4854810527431812,0.0,9.996001599360256e-05,0.571245002855511,1.9029649143793403,0.0,control,,,,,
1_6,hard,2,hidden,hard_c_hid_13-ab-ba,1,,,3.0,ab,ba,ab,ab,True,0.64,0.0,1,0.9978654879911516,0.0011380331948639215,2.38463685908174,1.0,0.9992507492507492,0.00014277555682467162,2.395787166379988,1.0,control,,,,,
1_6,hard,3,visible,hard_c_vis_0b3,0,b,3.0,3.0,a,b,b,b,True,0.0,0.4,1,0.00014277555682467162,0.3998800959232614,1.6077713382276693,1.0,,,,,control,,,,,
1_6,hard,4,visible,hard_c_vis_1a0,1,a,1.0,0.0,a,b,a,b,False,0.4,0.0,1,0.49983344437041966,0.0009960159362549803,1.781570954076644,0.0,,,,,control,,,,,
1_6,hard,5,hidden,hard_c_hid_23-ba-ab,2,,,3.0,ba,ab,ba,ab,False,0.4,0.0,1,0.42830774859195614,0.00038225121363142604,1.6606935602033748,0.0,0.00016655562958027982,0.00014277555682467162,0.00023743350074094293,0.0,control,,,,,
1_6,hard,6,hidden,hard_c_hid_00-aa-bb,0,,,0.0,aa,bb,aa,aa,True,0.4,0.0,1,0.428312516555704,0.0003070118791047627,1.6614523944378778,1.0,0.42846944603083953,0.00019984012789768188,1.6628183979005142,1.0,control,,,,,
1_6,hard,7,hidden,hard_c_hid_13-aa-ba,1,,,3.0,aa,ba,aa,ba,False,0.4,0.0,1,0.49961707453505666,0.0011380331948639215,1.7798049932658537,0.0,0.999400479616307,0.00014277555682467162,2.3959233683967733,0.0,control,,,,,
1_6,hard,8,visible,hard_c_vis_1b3,1,b,1.0,3.0,a,b,b,a,False,0.0,0.4,1,0.00016655562958027982,0.9970119521912352,2.3935109987756307,0.0,,,,,control,,,,,
1_6,hard,9,visible,hard_c_vis_2a0,2,a,2.0,0.0,a,b,b,b,True,0.0,0.4,1,9.996001599360256e-05,0.42846944603083953,1.6638157041395707,1.0,,,,,control,,,,,
1_6,hard,10,hidden,hard_c_hid_10-aa-bb,1,,,0.0,aa,bb,aa,aa,True,0.24,0.0,1,0.25000473953789093,0.0006272461954605821,1.2465236379996596,1.0,0.00019984012789768188,0.00019984012789768188,0.0,,control,,,,,
1_6,hard,11,hidden,hard_c_hid_03-aa-ab,0,,,3.0,aa,ab,ab,aa,False,0.0,0.4,1,0.00034246354015628774,0.40003932158058136,1.6060977678114121,0.0,0.00014277555682467162,0.3998800959232614,1.6077713382276693,0.0,control,,,,,
1_6,hard,12,visible,hard_c_vis_0a0,0,a,3.0,0.0,a,b,a,a,True,0.4,0.0,1,0.42846944603083953,0.00019984012789768188,1.6628183979005142,1.0,,,,,control,,,,,
1_6,hard,13,hidden,hard_c_hid_33-aa-ba,3,,,3.0,aa,ba,aa,aa,True,0.4,0.0,1,0.4282697156887085,0.00031679475068921995,1.661273852325619,1.0,9.996001599360256e-05,9.996001599360256e-05,0.0,,control,,,,,
1_6,hard,14,visible,hard_c_vis_2a2,2,a,2.0,2.0,a,b,a,a,True,1.0,0.0,1,0.9997001199520191,0.00014277555682467162,2.3961958801114487,1.0,,,,,control,,,,,
1_6,hard,15,hidden,hard_c_hid_21-ba-ab,2,,,1.0,ba,ab,ab,ba,False,0.36,0.6,1,0.2856130174022619,0.5710738423794761,0.5540448581825019,0.0,0.49983344437041966,0.571245002855511,0.11248217729562282,0.0,control,,,,,
1_6,hard,16,visible,hard_c_vis_3b1,3,b,2.0,1.0,a,b,b,a,False,0.0,0.6,1,9.996001599360256e-05,0.571245002855511,1.9029649143793403,0.0,,,,,control,,,,,
1_6,hard,17,visible,hard_c_vis_2b0,2,b,1.0,0.0,a,b,a,a,True,0.4,0.0,1,0.49983344437041966,0.0009960159362549803,1.781570954076644,1.0,,,,,control,,,,,
1_6,hard,18,visible,hard_c_vis_3a2,3,a,2.0,2.0,a,b,a,a,True,1.0,0.0,1,0.9997001199520191,0.00014277555682467162,2.3961958801114487,1.0,,,,,control,,,,,
1_6,hard,19,visible,hard_c_vis_2a1,2,a,2.0,1.0,a,b,b,b,True,0.0,0.6,1,9.996001599360256e-05,0.571245002855511,1.9029649143793403,1.0,,,,,control,,,,,
1_7,hard,1,hidden,hard_p_hid_0aa10,0,a,,,1,0,,1,False,0.0,0.4,1,0.00022482872009277344,0.374755859375,1.5553847420651654,0.0,0.00012493133544921875,0.375,1.5568960844346253,0.0,prediction,a,0.0,,,
1_7,hard,2,hidden,hard_p_hid_2ab12,2,a,,,1,2,,2,False,0.6,0.0,1,0.55517578125,0.0002982616424560547,1.8767552047145273,0.0,0.55517578125,0.00011104345321655273,1.8786235635076616,0.0,prediction,b,1.0,,,
