participant_id,fsm_type,phase,feedback_condition,test_condition,trial_type,attempt,accuracy,phase_condition
156,hard,transfer,prediction,explanation,hidden,,0.3,transfer_explanation
156,hard,transfer,prediction,explanation,visible,,0.5,transfer_explanation
159,hard,feedback,control,control,hidden,1.0,0.6666666666666666,feedback_control
159,hard,feedback,control,control,visible,1.0,0.8,feedback_control
159,hard,transfer,control,explanation,hidden,,0.4,transfer_explanation
159,hard,transfer,control,explanation,visible,,0.5,transfer_explanation
159,hard,transfer,control,prediction,hidden,,0.5,transfer_prediction
159,hard,transfer,control,prediction,visible,,0.6,transfer_prediction
160,hard,feedback,prediction,prediction,hidden,3.0,0.5333333333333333,feedback_prediction
160,hard,feedback,prediction,prediction,visible,1.0,0.6666666666666666,feedback_prediction
160,hard,transfer,prediction,control,hidden,,0.8,transfer_control
160,hard,transfer,prediction,control,visible,,0.6,transfer_control
160,hard,transfer,prediction,explanation,hidden,,0.8,transfer_explanation
160,hard,transfer,prediction,explanation,visible,,0.5,transfer_explanation
164,hard,feedback,control,control,hidden,1.0,0.6666666666666666,feedback_control
164,hard,feedback,control,control,visible,3.0,0.6666666666666666,feedback_control
164,hard,transfer,control,explanation,hidden,,0.6,transfer_explanation
164,hard,transfer,control,explanation,visible,,0.6,transfer_explanation
164,hard,transfer,control,prediction,hidden,,0.4,transfer_prediction
164,hard,transfer,control,prediction,visible,,0.5,transfer_prediction
167,hard,feedback,prediction,prediction,hidden,3.0,0.5333333333333333,feedback_prediction
167,hard,feedback,prediction,prediction,visible,1.0,0.7333333333333333,feedback_prediction
167,hard,transfer,prediction,control,hidden,,0.8,transfer_control
167,hard,transfer,prediction,control,visible,,0.8,transfer_control
167,hard,transfer,prediction,explanation,hidden,,0.3,transfer_explanation
167,hard,transfer,prediction,explanation,visible,,0.4,transfer_explanation
168,hard,feedback,control,control,hidden,1.0,0.6666666666666666,feedback_control
168,hard,feedback,control,control,visible,1.0,0.7333333333333333,feedback_control
168,hard,transfer,control,explanation,hidden,,0.3,transfer_explanation
168,hard,transfer,control,explanation,visible,,0.3,transfer_explanation
168,hard,transfer,control,prediction,hidden,,0.5,transfer_prediction
168,hard,transfer,control,prediction,visible,,0.6,transfer_prediction
171,hard,feedback,prediction,prediction,hidden,3.0,0.9333333333333333,feedback_prediction
171,hard,feedback,prediction,prediction,visible,3.0,0.8,feedback_prediction
171,hard,transfer,prediction,control,hidden,,0.6,transfer_control
171,hard,transfer,prediction,control,visible,,0.8,transfer_control
171,hard,transfer,prediction,explanation,hidden,,0.5,transfer_explanation
171,hard,transfer,prediction,explanation,visible,,0.5,transfer_explanation
174,hard,feedback,control,control,hidden,1.0,0.6666666666666666,feedback_control
174,hard,feedback,control,control,visible,1.0,0.8,feedback_control
174,hard,transfer,control,explanation,hidden,,0.8,transfer_explanation
174,hard,transfer,control,explanation,visible,,0.6,transfer_explanation
174,hard,transfer,control,prediction,hidden,,0.7,transfer_prediction
174,hard,transfer,control,prediction,visible,,0.7,transfer_prediction
175,hard,feedback,control,control,hidden,1.0,0.6666666666666666,feedback_control
175,hard,feedback,control,control,visible,1.0,0.7333333333333333,feedback_control
175,hard,transfer,control,explanation,hidden,,0.6,transfer_explanation
175,hard,transfer,control,explanation,visible,,0.5,transfer_explanation
175,hard,transfer,control,prediction,hidden,,0.3,transfer_prediction
175,hard,transfer,control,prediction,visible,,0.4,transfer_prediction
176,hard,feedback,control,control,hidden,2.0,0.8,feedback_control
176,hard,feedback,control,control,visible,1.0,0.9333333333333333,feedback_control
176,hard,transfer,control,explanation,hidden,,0.5,transfer_explanation
176,hard,transfer,control,explanation,visible,,0.3,transfer_explanation
176,hard,transfer,control,prediction,hidden,,0.6,transfer_prediction
176,hard,transfer,control,prediction,visible,,0.4,transfer_prediction
177,hard,feedback,prediction,prediction,hidden,3.0,0.4,feedback_prediction
177,hard,feedback,prediction,prediction,visible,1.0,0.7333333333333333,feedback_prediction
177,hard,transfer,prediction,control,hidden,,0.3,transfer_control
177,hard,transfer,prediction,control,visible,,0.3,transfer_control
177,hard,transfer,prediction,explanation,hidden,,0.3,transfer_explanation
177,hard,transfer,prediction,explanation,visible,,0.5,transfer_explanation
178,hard,feedback,control,control,hidden,3.0,0.6,feedback_control
178,hard,feedback,control,control,visible,1.0,0.6666666666666666,feedback_control
178,hard,transfer,control,explanation,hidden,,0.6,transfer_explanation
178,hard,transfer,control,explanation,visible,,0.6,transfer_explanation
178,hard,transfer,control,prediction,hidden,,0.7,transfer_prediction
178,hard,transfer,control,prediction,visible,,0.5,transfer_prediction
179,hard,feedback,control,control,hidden,1.0,0.7333333333333333,feedback_control
179,hard,feedback,control,control,visible,3.0,0.7333333333333333,feedback_control
179,hard,transfer,control,explanation,hidden,,0.7,transfer_explanation
179,hard,transfer,control,explanation,visible,,0.3,transfer_explanation
179,hard,transfer,control,prediction,hidden,,0.5,transfer_prediction
179,hard,transfer,control,prediction,visible,,0.7,transfer_prediction
180,hard,feedback,control,control,hidden,2.0,0.6666666666666666,feedback_control
180,hard,feedback,control,control,visible,1.0,0.8666666666666667,feedback_control
180,hard,transfer,control,explanation,hidden,,0.8,transfer_explanation
180,hard,transfer,control,explanation,visible,,0.6,transfer_explanation
180,hard,transfer,control,prediction,hidden,,0.8,transfer_prediction
180,hard,transfer,control,prediction,visible,,0.6,transfer_prediction
182,hard,feedback,control,control,hidden,2.0,0.6666666666666666,feedback_control
182,hard,feedback,control,control,visible,1.0,0.8,feedback_control
182,hard,transfer,control,explanation,hidden,,0.5,transfer_explanation
182,hard,transfer,control,explanation,visible,,0.5,transfer_explanation
182,hard,transfer,control,prediction,hidden,,0.3,transfer_prediction
182,hard,transfer,control,prediction,visible,,0.6,transfer_prediction
183,hard,feedback,control,control,hidden,2.0,0.6666666666666666,feedback_control
183,hard,feedback,control,control,visible,1.0,0.8,feedback_control
183,hard,transfer,control,explanation,hidden,,0.6,transfer_explanation
183,hard,transfer,control,explanation,visible,,0.4,transfer_explanation
183,hard,transfer,control,prediction,hidden,,0.6,transfer_prediction
183,hard,transfer,control,prediction,visible,,0.7,transfer_prediction
184,hard,feedback,control,control,hidden,1.0,0.8,feedback_control
184,hard,feedback,control,control,visible,1.0,0.6666666666666666,feedback_control
184,hard,transfer,control,explanation,hidden,,0.5,transfer_explanation
184,hard,transfer,control,explanation,visible,,0.7,transfer_explanation
184,hard,transfer,control,prediction,hidden,,0.7,transfer_prediction
184,hard,transfer,control,prediction,visible,,0.6,transfer_prediction
190,hard,feedback,prediction,prediction,hidden,3.0,0.3333333333333333,feedback_prediction
190,hard,feedback,prediction,prediction,visible,3.0,0.8,feedback_prediction
190,hard,transfer,prediction,control,hidden,,0.5,transfer_control
190,hard,transfer,prediction,control,visible,,0.6,transfer_control
190,hard,transfer,prediction,explanation,hidden,,0.3,transfer_explanation
190,hard,transfer,prediction,explanation,visible,,0.8,transfer_explanation
192,hard,feedback,control,control,hidden,3.0,0.7333333333333333,feedback_control
192,hard,feedback,control,control,visible,3.0,0.6,feedback_control
192,hard,transfer,control,explanation,hidden,,0.4,transfer_explanation
192,hard,transfer,control,explanation,visible,,0.3,transfer_explanation
192,hard,transfer,control,prediction,hidden,,0.7,transfer_prediction
192,hard,transfer,control,prediction,visible,,0.5,transfer_prediction
193,hard,feedback,control,control,hidden,2.0,0.6666666666666666,feedback_control
193,hard,feedback,control,control,visible,2.0,0.7333333333333333,feedback_control
193,hard,transfer,control,explanation,hidden,,0.5,transfer_explanation
193,hard,transfer,control,explanation,visible,,0.7,transfer_explanation
193,hard,transfer,control,prediction,hidden,,0.7,transfer_prediction
193,hard,transfer,control,prediction,visible,,0.6,transfer_prediction
195,hard,feedback,prediction,prediction,hidden,3.0,0.7333333333333333,feedback_prediction
195,hard,feedback,prediction,prediction,visible,1.0,0.8666666666666667,feedback_prediction
195,hard,transfer,prediction,control,hidden,,0.8,transfer_control
195,hard,transfer,prediction,control,visible,,1.0,transfer_control
195,hard,transfer,prediction,explanation,hidden,,0.7,transfer_explanation
195,hard,transfer,prediction,explanation,visible,,0.6,transfer_explanation
196,hard,feedback,prediction,prediction,hidden,2.0,0.7333333333333333,feedback_prediction
196,hard,feedback,prediction,prediction,visible,2.0,0.6666666666666666,feedback_prediction
196,hard,transfer,prediction,control,hidden,,0.5,transfer_control
196,hard,transfer,prediction,control,visible,,0.7,transfer_control
196,hard,transfer,prediction,explanation,hidden,,0.8,transfer_explanation
196,hard,transfer,prediction,explanation,visible,,0.5,transfer_explanation
197,hard,feedback,control,control,hidden,1.0,0.7333333333333333,feedback_control
197,hard,feedback,control,control,visible,1.0,0.6666666666666666,feedback_control
197,hard,transfer,control,explanation,hidden,,0.6,transfer_explanation
197,hard,transfer,control,explanation,visible,,0.6,transfer_explanation
197,hard,transfer,control,prediction,hidden,,0.4,transfer_prediction
197,hard,transfer,control,prediction,visible,,0.6,transfer_prediction
199,hard,feedback,prediction,prediction,hidden,1.0,0.8,feedback_prediction
199,hard,feedback,prediction,prediction,visible,3.0,0.6666666666666666,feedback_prediction
199,hard,transfer,prediction,control,hidden,,0.2,transfer_control
199,hard,transfer,prediction,control,visible,,0.7,transfer_control
199,hard,transfer,prediction,explanation,hidden,,0.5,transfer_explanation
199,hard,transfer,prediction,explanation,visible,,0.6,transfer_explanation
200,hard,feedback,control,control,hidden,3.0,0.6,feedback_control
200,hard,feedback,control,control,visible,2.0,0.6666666666666666,feedback_control
200,hard,transfer,control,explanation,hidden,,0.4,transfer_explanation
200,hard,transfer,control,explanation,visible,,0.8,transfer_explanation
200,hard,transfer,control,prediction,hidden,,0.6,transfer_prediction
200,hard,transfer,control,prediction,visible,,0.5,transfer_prediction
202,hard,feedback,prediction,prediction,hidden,3.0,0.3333333333333333,feedback_prediction
202,hard,feedback,prediction,prediction,visible,3.0,0.7333333333333333,feedback_prediction
202,hard,transfer,prediction,control,hidden,,0.6,transfer_control
202,hard,transfer,prediction,control,visible,,0.4,transfer_control
202,hard,transfer,prediction,explanation,hidden,,0.6,transfer_explanation
202,hard,transfer,prediction,explanation,visible,,0.5,transfer_explanation
204,hard,feedback,control,control,hidden,3.0,0.6666666666666666,feedback_control
204,hard,feedback,control,control,visible,2.0,0.8,feedback_control
204,hard,transfer,control,explanation,hidden,,0.6,transfer_explanation
204,hard,transfer,control,explanation,visible,,0.6,transfer_explanation
204,hard,transfer,control,prediction,hidden,,0.5,transfer_prediction
204,hard,transfer,control,prediction,visible,,0.5,transfer_prediction
205,hard,feedback,prediction,prediction,hidden,2.0,1.0,feedback_prediction
205,hard,feedback,prediction,prediction,visible,2.0,0.6666666666666666,feedback_prediction
205,hard,transfer,prediction,control,hidden,,0.9,transfer_control
205,hard,transfer,prediction,control,visible,,0.8,transfer_control
205,hard,transfer,prediction,explanation,hidden,,0.7,transfer_explanation
205,hard,transfer,prediction,explanation,visible,,0.7,transfer_explanation
208,hard,feedback,explanation,explanation,hidden,3.0,0.6666666666666666,feedback_explanation
208,hard,feedback,explanation,explanation,visible,2.0,0.7333333333333333,feedback_explanation
208,hard,transfer,explanation,control,hidden,,0.5,transfer_control
208,hard,transfer,explanation,control,visible,,0.3,transfer_control
208,hard,transfer,explanation,prediction,hidden,,0.2,transfer_prediction
208,hard,transfer,explanation,prediction,visible,,0.5,transfer_prediction
209,hard,feedback,explanation,explanation,hidden,2.0,0.7333333333333333,feedback_explanation
209,hard,feedback,explanation,explanation,visible,3.0,0.5333333333333333,feedback_explanation
209,hard,transfer,explanation,control,hidden,,0.6,transfer_control
209,hard,transfer,explanation,control,visible,,0.6,transfer_control
209,hard,transfer,explanation,prediction,hidden,,0.5,transfer_prediction
209,hard,transfer,explanation,prediction,visible,,0.5,transfer_prediction
210,hard,feedback,explanation,explanation,hidden,1.0,0.7333333333333333,feedback_explanation
210,hard,feedback,explanation,explanation,visible,3.0,0.5333333333333333,feedback_explanation
210,hard,transfer,explanation,control,hidden,,0.4,transfer_control
210,hard,transfer,explanation,control,visible,,0.5,transfer_control
210,hard,transfer,explanation,prediction,hidden,,0.4,transfer_prediction
210,hard,transfer,explanation,prediction,visible,,0.6,transfer_prediction
213,hard,feedback,explanation,explanation,hidden,1.0,0.6666666666666666,feedback_explanation
213,hard,feedback,explanation,explanation,visible,3.0,0.5333333333333333,feedback_explanation
213,hard,transfer,explanation,control,hidden,,0.7,transfer_control
213,hard,transfer,explanation,control,visible,,0.6,transfer_control
213,hard,transfer,explanation,prediction,hidden,,0.7,transfer_prediction
213,hard,transfer,explanation,prediction,visible,,0.7,transfer_prediction
214,hard,feedback,explanation,explanation,hidden,1.0,0.6666666666666666,feedback_explanation
214,hard,feedback,explanation,explanation,visible,3.0,0.5333333333333333,feedback_explanation
214,hard,transfer,explanation,control,hidden,,0.7,transfer_control
214,hard,transfer,explanation,control,visible,,0.5,transfer_control
214,hard,transfer,explanation,prediction,hidden,,0.4,transfer_prediction
214,hard,transfer,explanation,prediction,visible,,0.5,transfer_prediction
215,hard,feedback,explanation,explanation,hidden,1.0,0.6666666666666666,feedback_explanation
215,hard,feedback,explanation,explanation,visible,2.0,0.6666666666666666,feedback_explanation
215,hard,transfer,explanation,control,hidden,,0.8,transfer_control
215,hard,transfer,explanation,control,visible,,0.8,transfer_control
215,hard,transfer,explanation,prediction,hidden,,0.3,transfer_prediction
215,hard,transfer,explanation,prediction,visible,,0.4,transfer_prediction
216,hard,feedback,explanation,explanation,hidden,1.0,0.6666666666666666,feedback_explanation
216,hard,feedback,explanation,explanation,visible,3.0,0.4,feedback_explanation
216,hard,transfer,explanation,control,hidden,,0.6,transfer_control
216,hard,transfer,explanation,control,visible,,0.5,transfer_control
216,hard,transfer,explanation,prediction,hidden,,0.4,transfer_prediction
216,hard,transfer,explanation,prediction,visible,,0.6,transfer_prediction
217,hard,feedback,explanation,explanation,hidden,3.0,0.4666666666666667,feedback_explanation
217,hard,feedback,explanation,explanation,visible,1.0,0.6666666666666666,feedback_explanation
217,hard,transfer,explanation,control,hidden,,0.5,transfer_control
217,hard,transfer,explanation,control,visible,,0.4,transfer_control
217,hard,transfer,explanation,prediction,hidden,,0.5,transfer_prediction
217,hard,transfer,explanation,prediction,visible,,0.3,transfer_prediction
218,hard,feedback,explanation,explanation,hidden,1.0,0.6666666666666666,feedback_explanation
218,hard,feedback,explanation,explanation,visible,1.0,0.6666666666666666,feedback_explanation
218,hard,transfer,explanation,control,hidden,,0.5,transfer_control
218,hard,transfer,explanation,control,visible,,0.5,transfer_control
218,hard,transfer,explanation,prediction,hidden,,0.6,transfer_prediction
218,hard,transfer,explanation,prediction,visible,,0.4,transfer_prediction
220,hard,feedback,explanation,explanation,hidden,3.0,0.6,feedback_explanation
220,hard,feedback,explanation,explanation,visible,1.0,0.7333333333333333,feedback_explanation
220,hard,transfer,explanation,control,hidden,,0.5,transfer_control
220,hard,transfer,explanation,control,visible,,0.1,transfer_control
220,hard,transfer,explanation,prediction,hidden,,0.1,transfer_prediction
220,hard,transfer,explanation,prediction,visible,,0.6,transfer_prediction
221,hard,feedback,explanation,explanation,hidden,2.0,0.7333333333333333,feedback_explanation
221,hard,feedback,explanation,explanation,visible,2.0,0.6666666666666666,feedback_explanation
221,hard,transfer,explanation,control,hidden,,0.6,transfer_control
221,hard,transfer,explanation,control,visible,,0.4,transfer_control
221,hard,transfer,explanation,prediction,hidden,,0.5,transfer_prediction
221,hard,transfer,explanation,prediction,visible,,0.7,transfer_prediction
222,hard,feedback,explanation,explanation,hidden,1.0,0.7333333333333333,feedback_explanation
222,hard,feedback,explanation,explanation,visible,2.0,0.6666666666666666,feedback_explanation
222,hard,transfer,explanation,control,hidden,,0.3,transfer_control
222,hard,transfer,explanation,control,visible,,0.8,transfer_control
222,hard,transfer,explanation,prediction,hidden,,0.5,transfer_prediction
222,hard,transfer,explanation,prediction,visible,,0.7,transfer_prediction
224,hard,feedback,explanation,explanation,hidden,1.0,0.6666666666666666,feedback_explanation
224,hard,feedback,explanation,explanation,visible,2.0,0.7333333333333333,feedback_explanation
224,hard,transfer,explanation,control,hidden,,0.7,transfer_control
224,hard,transfer,explanation,control,visible,,0.5,transfer_control
224,hard,transfer,explanation,prediction,hidden,,0.7,transfer_prediction
224,hard,transfer,explanation,prediction,visible,,0.4,transfer_prediction
225,hard,feedback,explanation,explanation,hidden,3.0,0.3333333333333333,feedback_explanation
225,hard,feedback,explanation,explanation,visible,1.0,0.6666666666666666,feedback_explanation
225,hard,transfer,explanation,control,hidden,,0.4,transfer_control
225,hard,transfer,explanation,control,visible,,0.7,transfer_control
225,hard,transfer,explanation,prediction,hidden,,0.5,transfer_prediction
225,hard,transfer,explanation,prediction,visible,,0.5,transfer_prediction
226,hard,feedback,explanation,explanation,hidden,3.0,0.7333333333333333,feedback_explanation
226,hard,feedback,explanation,explanation,visible,3.0,0.6,feedback_explanation
226,hard,transfer,explanation,control,hidden,,0.4,transfer_control
226,hard,transfer,explanation,control,visible,,0.5,transfer_control
226,hard,transfer,explanation,prediction,hidden,,0.3,transfer_prediction
226,hard,transfer,explanation,prediction,visible,,0.7,transfer_prediction
228,hard,feedback,explanation,explanation,hidden,2.0,0.7333333333333333,feedback_explanation
228,hard,feedback,explanation,explanation,visible,1.0,0.7333333333333333,feedback_explanation
228,hard,transfer,explanation,control,hidden,,0.5,transfer_control
228,hard,transfer,explanation,control,visible,,0.8,transfer_control
228,hard,transfer,explanation,prediction,hidden,,0.6,transfer_prediction
228,hard,transfer,explanation,prediction,visible,,0.6,transfer_prediction
229,hard,feedback,explanation,explanation,hidden,2.0,0.7333333333333333,feedback_explanation
229,hard,feedback,explanation,explanation,visible,2.0,0.7333333333333333,feedback_explanation
229,hard,transfer,explanation,control,hidden,,0.7,transfer_control
229,hard,transfer,explanation,control,visible,,0.8,transfer_control
229,hard,transfer,explanation,prediction,hidden,,0.4,transfer_prediction
229,hard,transfer,explanation,prediction,visible,,0.7,transfer_prediction
230,hard,feedback,explanation,explanation,hidden,2.0,0.6666666666666666,feedback_explanation
230,hard,feedback,explanation,explanation,visible,3.0,0.6,feedback_explanation
230,hard,transfer,explanation,control,hidden,,0.2,transfer_control
230,hard,transfer,explanation,control,visible,,0.6,transfer_control
230,hard,transfer,explanation,prediction,hidden,,0.5,transfer_prediction
230,hard,transfer,explanation,prediction,visible,,0.4,transfer_prediction
231,hard,feedback,explanation,explanation,hidden,3.0,0.7333333333333333,feedback_explanation
231,hard,feedback,explanation,explanation,visible,2.0,0.6666666666666666,feedback_explanation
231,hard,transfer,explanation,control,hidden,,0.5,transfer_control
231,hard,transfer,explanation,control,visible,,0.6,transfer_control
231,hard,transfer,explanation,prediction,hidden,,0.7,transfer_prediction
231,hard,transfer,explanation,prediction,visible,,0.5,transfer_prediction
235,hard,feedback,explanation,explanation,hidden,2.0,0.7333333333333333,feedback_explanation
235,hard,feedback,explanation,explanation,visible,3.0,0.5333333333333333,feedback_explanation
235,hard,transfer,explanation,control,hidden,,0.7,transfer_control
235,hard,transfer,explanation,control,visible,,0.8,transfer_control
235,hard,transfer,explanation,prediction,hidden,,0.8,transfer_prediction
235,hard,transfer,explanation,prediction,visible,,0.4,transfer_prediction
236,hard,feedback,explanation,explanation,hidden,2.0,0.9333333333333333,feedback_explanation
236,hard,feedback,explanation,explanation,visible,3.0,0.5333333333333333,feedback_explanation
236,hard,transfer,explanation,control,hidden,,0.5,transfer_control
236,hard,transfer,explanation,control,visible,,0.6,transfer_control
236,hard,transfer,explanation,prediction,hidden,,0.6,transfer_prediction
236,hard,transfer,explanation,prediction,visible,,0.3,transfer_prediction
239,hard,feedback,explanation,explanation,hidden,3.0,0.4,feedback_explanation
239,hard,feedback,explanation,explanation,visible,3.0,0.6666666666666666,feedback_explanation
239,hard,transfer,explanation,control,hidden,,0.5,transfer_control
239,hard,transfer,explanation,control,visible,,0.3,transfer_control
239,hard,transfer,explanation,prediction,hidden,,0.6,transfer_prediction
239,hard,transfer,explanation,prediction,visible,,0.4,transfer_prediction
242,hard,feedback,explanation,explanation,hidden,3.0,0.4666666666666667,feedback_explanation
242,hard,feedback,explanation,explanation,visible,1.0,0.7333333333333333,feedback_explanation
242,hard,transfer,explanation,control,hidden,,0.3,transfer_control
242,hard,transfer,explanation,control,visible,,0.7,transfer_control
242,hard,transfer,explanation,prediction,hidden,,0.6,transfer_prediction
242,hard,transfer,explanation,prediction,visible,,0.4,transfer_prediction
243,hard,feedback,explanation,explanation,hidden,1.0,0.6666666666666666,feedback_explanation
243,hard,feedback,explanation,explanation,visible,3.0,0.2,feedback_explanation
243,hard,transfer,explanation,control,hidden,,0.5,transfer_control
243,hard,transfer,explanation,control,visible,,0.4,transfer_control
243,hard,transfer,explanation,prediction,hidden,,0.4,transfer_prediction
243,hard,transfer,explanation,prediction,visible,,0.5,transfer_prediction
244,hard,feedback,explanation,explanation,hidden,3.0,0.3333333333333333,feedback_explanation
244,hard,feedback,explanation,explanation,visible,3.0,0.6666666666666666,feedback_explanation
244,hard,transfer,explanation,control,hidden,,0.5,transfer_control
244,hard,transfer,explanation,control,visible,,0.8,transfer_control
244,hard,transfer,explanation,prediction,hidden,,0.7,transfer_prediction
244,hard,transfer,explanation,prediction,visible,,0.7,transfer_prediction
245,hard,feedback,explanation,explanation,hidden,2.0,0.6666666666666666,feedback_explanation
245,hard,feedback,explanation,explanation,visible,3.0,0.7333333333333333,feedback_explanation
245,hard,transfer,explanation,control,hidden,,0.8,transfer_control
245,hard,transfer,explanation,control,visible,,0.3,transfer_control
245,hard,transfer,explanation,prediction,hidden,,0.4,transfer_prediction
245,hard,transfer,explanation,prediction,visible,,0.5,transfer_prediction
246,hard,feedback,prediction,prediction,hidden,1.0,0.8,feedback_prediction
246,hard,feedback,prediction,prediction,visible,2.0,0.8,feedback_prediction
246,hard,transfer,prediction,control,hidden,,0.8,transfer_control
246,hard,transfer,prediction,control,visible,,0.9,transfer_control
246,hard,transfer,prediction,explanation,hidden,,0.4,transfer_explanation
246,hard,transfer,prediction,explanation,visible,,0.7,transfer_explanation
247,hard,feedback,control,control,hidden,1.0,0.6666666666666666,feedback_control
247,hard,feedback,control,control,visible,1.0,0.7333333333333333,feedback_control
247,hard,transfer,control,explanation,hidden,,0.3,transfer_explanation
247,hard,transfer,control,explanation,visible,,0.6,transfer_explanation
247,hard,transfer,control,prediction,hidden,,0.7,transfer_prediction
247,hard,transfer,control,prediction,visible,,0.7,transfer_prediction
248,hard,feedback,prediction,prediction,hidden,3.0,0.7333333333333333,feedback_prediction
248,hard,feedback,prediction,prediction,visible,3.0,0.3333333333333333,feedback_prediction
248,hard,transfer,prediction,control,hidden,,0.5,transfer_control
248,hard,transfer,prediction,control,visible,,0.6,transfer_control
248,hard,transfer,prediction,explanation,hidden,,0.6,transfer_explanation
248,hard,transfer,prediction,explanation,visible,,0.3,transfer_explanation
249,hard,feedback,control,control,hidden,1.0,0.7333333333333333,feedback_control
249,hard,feedback,control,control,visible,3.0,0.8666666666666667,feedback_control
249,hard,transfer,control,explanation,hidden,,0.7,transfer_explanation
249,hard,transfer,control,explanation,visible,,0.5,transfer_explanation
249,hard,transfer,control,prediction,hidden,,0.8,transfer_prediction
249,hard,transfer,control,prediction,visible,,0.5,transfer_prediction
250,hard,feedback,prediction,prediction,hidden,1.0,0.6666666666666666,feedback_prediction
250,hard,feedback,prediction,prediction,visible,1.0,0.7333333333333333,feedback_prediction
250,hard,transfer,prediction,control,hidden,,0.6,transfer_control
250,hard,transfer,prediction,control,visible,,0.7,transfer_control
250,hard,transfer,prediction,explanation,hidden,,0.5,transfer_explanation
250,hard,transfer,prediction,explanation,visible,,0.7,transfer_explanation
251,hard,feedback,prediction,prediction,hidden,3.0,0.6,feedback_prediction
251,hard,feedback,prediction,prediction,visible,1.0,0.8666666666666667,feedback_prediction
251,hard,transfer,prediction,control,hidden,,0.4,transfer_control
251,hard,transfer,prediction,control,visible,,0.6,transfer_control
251,hard,transfer,prediction,explanation,hidden,,0.7,transfer_explanation
251,hard,transfer,prediction,explanation,visible,,0.4,transfer_explanation
252,hard,feedback,prediction,prediction,hidden,2.0,0.7333333333333333,feedback_prediction
252,hard,feedback,prediction,prediction,visible,2.0,0.6666666666666666,feedback_prediction
252,hard,transfer,prediction,control,hidden,,0.4,transfer_control
252,hard,transfer,prediction,control,visible,,0.7,transfer_control
252,hard,transfer,prediction,explanation,hidden,,0.5,transfer_explanation
252,hard,transfer,prediction,explanation,visible,,0.5,transfer_explanation
254,hard,feedback,control,control,hidden,2.0,0.8,feedback_control
254,hard,feedback,control,control,visible,1.0,0.7333333333333333,feedback_control
254,hard,transfer,control,explanation,hidden,,0.4,transfer_explanation
254,hard,transfer,control,explanation,visible,,0.5,transfer_explanation
254,hard,transfer,control,prediction,hidden,,0.5,transfer_prediction
254,hard,transfer,control,prediction,visible,,0.6,transfer_prediction
255,hard,feedback,control,control,hidden,2.0,0.7333333333333333,feedback_control
255,hard,feedback,control,control,visible,1.0,0.8,feedback_control
255,hard,transfer,control,explanation,hidden,,0.5,transfer_explanation
255,hard,transfer,control,explanation,visible,,0.4,transfer_explanation
255,hard,transfer,control,prediction,hidden,,0.5,transfer_prediction
255,hard,transfer,control,prediction,visible,,0.5,transfer_prediction
256,hard,feedback,control,control,hidden,1.0,0.6666666666666666,feedback_control
256,hard,feedback,control,control,visible,1.0,0.8,feedback_control
256,hard,transfer,control,explanation,hidden,,0.6,transfer_explanation
256,hard,transfer,control,explanation,visible,,0.6,transfer_explanation
256,hard,transfer,control,prediction,hidden,,0.7,transfer_prediction
256,hard,transfer,control,prediction,visible,,0.5,transfer_prediction
257,hard,feedback,prediction,prediction,hidden,2.0,0.7333333333333333,feedback_prediction
257,hard,feedback,prediction,prediction,visible,3.0,0.6,feedback_prediction
257,hard,transfer,prediction,control,hidden,,0.3,transfer_control
257,hard,transfer,prediction,control,visible,,0.5,transfer_control
257,hard,transfer,prediction,explanation,hidden,,0.6,transfer_explanation
257,hard,transfer,prediction,explanation,visible,,0.6,transfer_explanation
258,hard,feedback,prediction,prediction,hidden,3.0,0.6666666666666666,feedback_prediction
258,hard,feedback,prediction,prediction,visible,1.0,0.8,feedback_prediction
258,hard,transfer,prediction,control,hidden,,0.8,transfer_control
258,hard,transfer,prediction,control,visible,,0.8,transfer_control
258,hard,transfer,prediction,explanation,hidden,,0.6,transfer_explanation
258,hard,transfer,prediction,explanation,visible,,0.5,transfer_explanation
259,hard,feedback,control,control,hidden,2.0,0.6666666666666666,feedback_control
259,hard,feedback,control,control,visible,1.0,0.8,feedback_control
259,hard,transfer,control,explanation,hidden,,0.8,transfer_explanation
259,hard,transfer,control,explanation,visible,,0.7,transfer_explanation
259,hard,transfer,control,prediction,hidden,,0.7,transfer_prediction
259,hard,transfer,control,prediction,visible,,0.7,transfer_prediction
260,hard,feedback,control,control,hidden,2.0,0.8,feedback_control
260,hard,feedback,control,control,visible,1.0,0.8,feedback_control
260,hard,transfer,control,explanation,hidden,,0.9,transfer_explanation
260,hard,transfer,control,explanation,visible,,0.5,transfer_explanation
260,hard,transfer,control,prediction,hidden,,0.5,transfer_prediction
260,hard,transfer,control,prediction,visible,,0.5,transfer_prediction
261,hard,feedback,prediction,prediction,hidden,2.0,0.6666666666666666,feedback_prediction
261,hard,feedback,prediction,prediction,visible,1.0,0.6666666666666666,feedback_prediction
261,hard,transfer,prediction,control,hidden,,0.6,transfer_control
261,hard,transfer,prediction,control,visible,,0.6,transfer_control
261,hard,transfer,prediction,explanation,hidden,,0.7,transfer_explanation
261,hard,transfer,prediction,explanation,visible,,0.7,transfer_explanation
263,hard,feedback,prediction,prediction,hidden,2.0,0.6666666666666666,feedback_prediction
263,hard,feedback,prediction,prediction,visible,3.0,0.5333333333333333,feedback_prediction
263,hard,transfer,prediction,control,hidden,,0.5,transfer_control
